,Max Velocity,Avg Velocity,Avg Altitude Drop
2641,5461.982,4812.65,5896970.0
2642,5446.958000000001,4716.96,5546692.37
2643,5073.749,4672.24,7406621.58
2644,5523.36,5086.97,7121333.04
2645,5396.727,4743.37,5950290.81
2646,4952.166,4677.15,8933329.3
2647,4950.218,4433.8,6884910.18
2648,5708.411,4978.96,5444050.11
2649,4929.229,4615.88,8563750.22
2650,4886.366,4314.94,6673842.44
2651,5099.538,4870.47,10016960.15
2652,5052.002,4622.09,7523072.13
2653,5215.788,4612.68,6241701.49
2654,5214.629,4743.53,6974755.03
2655,5659.234,4954.47,5686304.04
2656,5342.87,4750.17,6289797.83
2657,5008.435,4766.64,9607583.15
2658,5190.221,4821.4,7947169.9
2659,5786.813,5101.8,5731337.28
2660,5433.191999999999,4812.5,6129923.18
2661,4685.089,4426.81,10222628.05
2662,5404.529,4755.45,6149462.8
2663,4985.7440000000015,4475.93,7107770.97
2664,4738.1,4355.57,8408845.76
2665,5359.33,4724.23,6182877.36
2666,5019.276,4706.71,8841180.41
2667,5294.515,4819.55,7154128.4
2668,5364.361,5018.3,8097354.83
2669,5070.941,4433.65,6437106.56
2670,5543.978,4939.36,6239251.84
2671,5069.6,4704.79,8516704.72
2672,4974.554,4610.4,8525498.46
2673,5329.335,4998.07,8534355.13
2674,5282.7440000000015,4804.68,7233625.5
2675,5427.107,4806.29,6285517.2
2676,4692.367,4289.48,8208844.25
2677,4951.231,4585.63,8590644.57
2678,5458.609,4835.29,6316105.04
2679,4841.79,4556.47,9482265.85
2680,4690.214,4445.73,10542168.41
2681,5159.104,4697.77,7601576.85
2682,5365.15,4948.6,7613301.83
2683,4982.25,4715.85,10024289.79
2684,5635.272,4971.99,6162252.78
2685,4618.655,4281.61,9105218.38
2686,4715.201,4382.78,9567601.45
2687,4836.018,4564.4,10078061.32
2688,5538.6,4708.4,5652308.43
2689,5121.255,4681.28,7698861.59
2690,5218.787,4785.48,7710537.25
2691,5246.838000000002,4988.89,9646135.68
2692,5444.7,4823.57,6447139.24
2693,5194.097,4695.98,7451000.44
2694,5907.493,5208.21,5890242.36
2695,5590.719,4873.5,6092389.83
2696,4911.667,4683.04,10837341.76
2697,5063.99,4660.2,8490753.44
2698,5314.194,4623.15,6316874.14
2699,5638.431,4977.54,6333817.46
2700,4947.938,4630.0,9358266.04
2701,5122.713,4756.96,8554822.26
2702,5365.382,4586.26,5982420.18
2703,5344.311,4801.61,7065012.74
2704,4945.968,4723.64,10996578.01
2705,5109.866,4828.92,9904538.1
2706,5441.384,5040.43,8264000.53
2707,4759.488,4533.91,11025379.92
2708,5065.331,4649.75,8279757.81
2709,5429.419,4679.07,6227678.91
2710,5248.703,4650.14,6887601.99
2711,5241.493,4979.65,9995085.79
2712,4934.482,4518.33,8700628.26
2713,5176.472,4704.7,7709406.75
2714,5145.101,4607.87,7437929.91
2715,5508.45,4891.51,6710435.6
2716,5057.437,4642.27,8398742.9
2717,4914.332,4569.95,9171657.46
2718,4970.151,4695.86,10096764.25
2719,4877.609,4650.04,11225163.9
2720,4996.147,4510.91,8093069.42
2721,4725.857,4316.01,8806692.28
2722,5570.601,4905.26,6551112.59
2723,5060.047000000001,4637.5,8472341.21
2724,5132.219,4674.42,8144725.97
2725,4863.352,4389.11,8156334.58
2726,5050.259,4675.44,8875987.85
2727,5329.677,4726.01,7054667.25
2728,5108.797000000001,4565.79,7590306.55
2729,4750.743,4450.56,10254637.82
2730,5434.879,4943.62,7609436.98
2731,5035.983,4576.38,8230389.39
2732,5100.05,4730.94,9361235.67
2733,4863.941,4481.51,9369846.81
2734,5069.184,4629.34,8599083.28
2735,5346.805,4856.74,7949479.86
2736,5303.758000000002,4482.96,6283748.46
2737,5615.693,4949.53,6706146.25
2738,4914.652,4536.39,9048919.66
2739,4887.777,4606.39,10960437.56
2740,5276.75,4918.67,9064184.55
2741,5222.641,4656.96,7459729.98
2742,4748.639,4492.89,11000589.99
2743,5020.622,4602.36,8719960.75
2744,5415.916,4822.2,7232661.94
2745,4809.047000000001,4563.66,11658836.51
2746,4816.553,4461.0,9548606.14
2747,5299.686,4639.72,7019537.17
2748,4983.948,4428.48,7812658.26
2749,4586.318,4301.02,11109060.35
2750,5137.945,4605.03,7830667.58
2751,4869.399,4418.27,8819807.69
2752,5117.3420000000015,4529.38,7573825.38
2753,5593.979,4831.0,6445541.86
2754,5234.021,4959.12,10642709.33
2755,5528.479,4764.26,6470400.62
2756,5251.934,4552.05,6905189.64
2757,4883.723,4492.97,9317417.85
2758,4951.482,4638.68,10722109.37
2759,4600.584,4294.51,11292830.73
2760,5053.891,4675.76,9338736.04
2761,5286.667,4866.42,8603504.24
2762,4956.492,4608.09,9786381.85
2763,4895.146,4508.12,9370999.92
2764,5593.232,4900.21,6754168.51
2765,5464.79,4723.46,6772019.78
2766,4959.817,4727.08,12045478.09
2767,5455.892,4782.98,7012085.04
2768,4901.452,4583.31,10360062.47
2769,5735.307,4982.89,6613475.71
2770,5292.696999999999,4475.64,6632750.2
2771,5783.1709999999985,4991.36,6457870.23
2772,4902.064,4644.17,11563269.12
2773,5139.633,4648.9,8462398.29
2774,4875.497,4601.09,11586883.07
2775,5182.299,4801.96,9581363.11
2776,5614.805,4786.58,6501657.39
2777,4846.425,4509.71,10534614.12
2778,5337.28,4755.61,7644018.99
2779,5201.276,4768.75,8879033.78
2780,5805.084,5111.58,6954580.62
2781,5346.965,4767.82,7689614.75
2782,4936.624,4601.6,10626957.18
2783,5055.434,4732.3,10635152.17
2784,5403.53,4713.76,7221555.94
2785,4897.403,4387.69,8622760.66
2786,4703.056,4371.47,11216660.67
2787,5767.265,5084.22,7028624.44
2788,5290.806,4837.11,9007727.15
2789,4970.009,4500.91,9019168.42
2790,5059.782,4776.85,11281565.07
2791,5487.1280000000015,4923.6,7795972.5
2792,5139.999,4693.71,9054927.29
2793,4967.935,4550.56,9443088.84
2794,4750.61,4523.06,12597546.08
2795,5189.5790000000015,4895.71,11345022.22
2796,5019.163,4454.17,8416618.76
2797,4826.892,4574.69,11967783.53
2798,4567.677,4225.21,10836852.04
2799,5368.29,4717.14,7601742.71
2800,5664.398,4851.8,6727712.72
2801,5140.895,4688.52,9161105.48
2802,4719.452,4427.25,11459437.25
2803,5283.148,4528.39,7181299.74
2804,5026.433,4697.4,10950965.07
2805,5072.751,4707.5,10008909.78
2806,4995.46,4575.04,9602602.54
2807,5038.0459999999985,4554.32,9229449.76
2808,5344.104,4800.35,8255379.52
2809,5266.166,4738.49,8574231.33
2810,4970.137,4628.23,11031897.41
2811,5117.28,4493.53,8004420.9
2812,5354.455,5066.73,11062512.08
2813,5238.021,4615.64,8025650.75
2814,5287.321,4699.43,8041183.09
2815,5507.875,4795.24,7306308.48
2816,5425.46,4679.17,7325718.52
2817,4853.0059999999985,4492.55,10664688.47
2818,5060.608,4663.2,10210525.52
2819,4721.872,4440.16,12366825.41
2820,5070.623,4419.27,8117230.57
2821,5314.868,4749.88,8421057.58
2822,4747.5340000000015,4450.13,12416395.88
2823,5359.016,4977.42,10266345.08
2824,5660.063,4918.59,7175568.95
2825,5850.974,5074.5,6984894.54
2826,4799.325,4541.98,12506482.94
2827,5208.888,4680.27,8813969.78
2828,5366.394,4553.05,7230512.72
2829,4958.803,4633.92,11370496.91
2830,5059.923,4794.73,12574021.16
2831,5250.973000000001,4667.23,8546107.02
2832,5515.653,5036.64,8876252.27
2833,5306.2440000000015,4602.94,7748981.64
2834,5054.352,4652.99,10453669.07
2835,5289.241,4626.44,8031734.5
2836,4962.241,4696.45,12688575.19
2837,5116.759,4594.02,8942556.9
2838,5143.282,4782.95,10983570.15
2839,4626.295,4322.72,12724237.16
2840,4782.109,4516.27,12731256.85
2841,5179.938,4605.74,8653227.76
2842,4973.299,4684.53,12122084.66
2843,5045.447,4703.61,11029678.74
2844,5192.885,4743.78,9717449.22
2845,5158.223,4572.35,8690214.33
2846,5287.5909999999985,4722.98,8704223.09
2847,5699.675,5066.23,7879750.47
2848,5161.558,4624.34,9060148.89
2849,4631.372,4395.89,13596950.11
2850,5094.852,4795.6,11663302.67
2851,5055.304,4478.08,8761888.03
2852,5278.542,4741.69,9099193.28
2853,5108.991,4415.0,8206517.59
2854,4874.115,4441.37,10269474.8
2855,5352.919,4766.37,8514255.98
2856,4983.474,4607.76,10745687.53
2857,5505.688,4983.12,8841256.8
2858,4933.434,4586.59,11796160.09
2859,5679.805,4953.25,7526627.69
2860,5335.361999999999,4941.33,10359854.97
2861,5856.1590000000015,5182.64,7788002.14
2862,4729.7159999999985,4269.4,10394318.23
2863,5378.463000000002,4921.51,9607678.88
2864,5166.0,4838.94,11363932.19
2865,4747.868,4486.76,13165620.37
2866,5676.382,4942.61,7600320.07
2867,5520.464,4907.74,8376702.98
2868,4759.661,4425.37,11975144.35
2869,5306.3690000000015,4852.75,10070052.09
2870,4896.095,4420.17,10081483.41
2871,5749.741999999998,5004.7,7656568.28
2872,5212.577,4923.1,12640543.68
2873,4917.707,4670.1,13313196.21
2874,4993.319,4720.1,12655500.63
2875,5559.049,4986.52,8743051.92
2876,4996.688,4592.05,11033198.74
2877,5091.4670000000015,4398.06,8474790.29
2878,5466.263000000001,4737.83,7964255.88
2879,5028.856,4623.55,10630035.06
2880,5651.661,5003.54,8247709.1
2881,4786.505,4486.94,12791613.97
2882,5000.089,4537.29,10244752.62
2883,4648.627,4310.12,12204596.29
2884,4831.55,4466.41,11658761.36
2885,4769.959,4535.07,14256123.9
2886,5603.937,4889.39,8037053.18
2887,5453.658,4666.12,7812748.21
2888,5308.295,4634.96,8609707.05
2889,4970.52,4561.93,11239520.9
2890,5056.325,4788.36,13612333.66
2891,5111.848,4546.47,9251586.15
2892,5427.601,4884.14,9266505.27
2893,4957.504,4528.2,10821512.69
2894,5663.859,4972.38,8135125.36
2895,5553.146,5021.61,9311347.21
2896,4798.513,4411.49,11859447.88
2897,5599.775,5060.3,9331885.72
2898,4754.937,4445.65,13072140.65
2899,5379.593000000002,4674.21,8450456.73
2900,5689.553000000001,5037.75,8468686.18
2901,5474.02,4975.83,9737246.79
2902,5039.516,4670.19,11440888.55
2903,5265.246,4860.56,10974682.99
2904,4710.438,4312.74,11462123.9
2905,5570.241999999998,5005.45,9106553.14
2906,4680.949000000001,4388.49,13906097.74
2907,4828.308,4304.54,10174478.83
2908,5348.741,4879.58,10187590.06
2909,4635.889,4366.35,13948003.55
2910,4927.652,4532.76,11532078.76
2911,4667.59,4262.92,11542151.17
2912,4948.405,4562.2,11552137.43
2913,4626.835,4383.93,14767562.28
2914,5142.743,4811.57,12092111.58
2915,4786.08,4464.8,12676479.22
2916,5245.757,4539.62,8605345.92
2917,5821.658,5138.8,8354592.4
2918,5419.752,4834.17,9234691.97
2919,5427.511,4778.41,8942696.04
2920,4556.097,4284.29,14127147.53
2921,5523.884,4795.91,8407382.1
2922,5842.158,5107.73,8171684.38
2923,5465.134,4695.53,8191776.74
2924,5054.291,4543.99,10409391.04
2925,4827.832,4479.86,12895805.48
2926,5216.667,4595.41,9353252.1
2927,4995.611,4745.99,14283156.94
2928,5198.874,4589.13,9373295.75
2929,4890.403,4507.1,11828753.88
2930,5240.672000000001,4951.12,12964061.48
2931,5241.974,4630.65,9403767.49
2932,4963.949000000001,4637.87,12994341.06
2933,4883.99,4627.97,14369355.12
2934,5028.045,4680.54,12419077.92
2935,5045.2040000000015,4746.09,13019143.31
2936,5440.43,4958.77,10527263.28
2937,5119.981,4881.67,14412961.66
2938,4987.179,4600.59,11916112.26
2939,5091.225,4663.0,11429978.83
2940,4839.947,4522.68,13723065.63
2941,5408.251,4830.11,9479892.17
2942,4783.043,4550.42,15279673.81
2943,4814.464,4591.46,15286289.89
2944,5623.236999999999,4906.97,8616473.68
2945,5195.525,4855.7,12541983.25
2946,5302.788000000001,4824.92,10625594.19
2947,5264.481,4517.43,8652150.5
2948,5221.537,4960.39,13851473.74
2949,5033.977,4781.37,14587527.36
2950,5486.326999999998,4886.53,9572011.61
2951,5442.491,4821.53,9269396.98
2952,5001.455,4400.7,9945625.71
2953,5403.691,4824.06,9618067.72
2954,4866.128,4524.24,13290069.64
2955,5761.165,4963.47,8228688.39
2956,5428.986,4915.15,10374940.18
2957,5485.347,4815.11,9053394.38
2958,5083.669,4702.28,12212115.85
2959,5131.773,4605.04,10416419.7
2960,5432.395,4855.24,9713731.6
2961,5630.837,4939.94,8821995.17
2962,5512.65,4822.84,9123317.47
2963,5185.692,4818.25,12307145.08
2964,5323.263000000001,4671.67,9452509.41
2965,5447.752,4682.91,8613031.82
2966,5400.449000000001,4932.92,10945085.29
2967,5551.861999999999,4937.82,9501961.17
2968,4526.56,4255.55,15010378.64
2969,5082.267,4749.77,12972828.73
2970,5384.66,4636.2,8936884.61
2971,5005.44,4652.54,13008156.28
2972,5103.388,4732.98,12452930.36
2973,5426.776,4929.49,10621429.79
2974,5447.219,4731.22,8980691.34
2975,4915.101,4677.03,15971912.93
2976,5606.908,4917.48,9003027.48
2977,4977.042,4699.78,14412679.75
2978,4906.364000000001,4623.31,15177781.57
2979,5587.29,4938.91,9320397.31
2980,5268.56,4750.45,10714371.83
2981,5011.429,4649.86,13158230.99
2982,5110.695,4840.98,15242345.51
2983,4825.623,4508.63,13799472.87
2984,5718.353,5112.55,9675485.62
2985,4842.456,4409.06,12105577.12
2986,5122.411,4748.84,12641740.94
2987,5647.821,5137.14,10398716.76
2988,4782.306,4448.3,13873221.44
2989,5390.248000000001,4835.08,10418971.54
2990,5218.912,4840.53,12693676.84
2991,5647.368,5002.33,9435881.45
2992,4854.491,4575.77,15402128.48
2993,5489.655,4864.05,9771726.67
2994,5411.261,4714.82,9474812.68
2995,5105.953,4666.71,11760581.24
2996,5060.323,4471.57,10515483.12
2997,4917.706,4571.91,13392714.79
2998,5738.064,5010.36,8948624.15
2999,5287.132,4781.45,10950961.76
3000,5703.257,5117.0,9872478.91
3001,5446.941999999999,4876.13,10228594.63
3002,4510.797000000001,4245.24,16485612.53
3003,5590.627,4895.79,9291718.75
3004,5206.460999999998,4686.79,11025689.5
3005,5083.362,4669.18,12414543.9
3006,5076.877,4662.07,12425131.47
3007,5264.8319999999985,4821.7,11939469.76
3008,5143.971,4606.2,11069178.81
3009,5590.026999999999,4772.7,8810699.0
3010,5262.639,4723.28,11107725.61
3011,5457.035,4806.84,10012661.64
3012,5618.989000000001,5061.57,10373739.11
3013,5009.26,4632.46,13090263.06
3014,5184.214,4701.09,11592892.19
3015,5094.375,4602.82,11605949.41
3016,4940.729,4693.92,15889050.03
3017,5133.785,4852.24,15102150.87
3018,4827.712,4554.84,15903881.37
3019,5810.695,5078.66,9176010.41
3020,4674.257000000001,4382.09,15943893.58
3021,5108.815,4767.34,13778789.52
3022,4647.98,4235.0,13189760.58
3023,5151.095,4620.36,11249755.78
3024,5265.266,4696.1,10863122.25
3025,4774.308,4419.22,14492009.53
3026,5354.47,4680.09,9834703.18
3027,5649.484,4940.8,9546803.24
3028,5108.074000000001,4834.89,15282668.98
3029,5193.427,4703.97,11768161.48
3030,5759.005,5168.96,10215231.66
3031,5082.203,4770.65,14601454.46
3032,5718.193,5087.18,9909137.23
3033,5137.114000000001,4842.32,15366495.9
3034,4780.366,4486.4,16181698.74
3035,5054.56,4795.8,16188538.74
3036,4983.924,4640.97,14654602.77
3037,5190.899,4851.73,13997399.44
3038,5588.208000000001,4812.42,9350518.39
3039,4870.499,4480.31,13425920.96
3040,4793.1309999999985,4549.09,17161594.79
3041,5110.6309999999985,4670.63,12368269.71
3042,5393.17,4783.42,10677016.0
3043,5432.062,4894.41,11072658.79
3044,5060.386,4692.43,14100986.23
3045,5204.523,4943.59,16334099.47
3046,4802.865,4514.68,16340688.08
3047,4982.561,4635.04,14121983.64
3048,4916.212,4634.09,15542037.28
3049,4842.8420000000015,4621.86,17275738.47
3050,5309.751,4550.94,9736873.69
3051,5748.694,5011.96,9462258.49
3052,4757.32,4402.22,14202837.59
3053,5431.261,4996.9,12509561.9
3054,4934.344,4528.92,13606855.6
3055,5356.459,4892.77,12049183.21
3056,5294.8319999999985,5041.05,16495072.06
3057,4922.28,4609.77,14932820.38
3058,5090.368,4705.73,13644046.32
3059,5122.81,4583.48,11636838.75
3060,5288.75,4923.23,13670371.12
3061,5017.0790000000015,4623.63,13680028.86
3062,5210.214,4766.21,12597875.91
3063,4732.5,4404.42,15006319.11
3064,5578.248000000001,4904.14,10182413.72
3065,5015.503,4745.19,15790694.73
3066,4825.192,4540.85,15798659.1
3067,4860.293,4477.13,13748029.55
3068,5456.557,4996.48,12174826.82
3069,4641.835999999998,4340.72,15835156.5
3070,5097.698,4650.99,12679719.02
3071,5558.4659999999985,5036.05,11335497.11
3072,5004.021,4459.89,11769144.0
3073,4814.874,4553.63,16731716.37
3074,4886.083,4533.65,14459318.56
3075,5226.853,4926.08,15156215.55
3076,5710.144,4912.04,9381525.51
3077,5105.5,4706.79,13301398.64
3078,4870.3290000000015,4545.66,15209972.27
3079,5425.44,4839.65,11030049.99
3080,5748.301,5018.81,9713372.39
3081,5121.18,4897.53,17814202.05
3082,5126.989000000001,4786.02,14584385.35
3083,5687.727,4948.54,9742374.61
3084,5817.225,5090.18,9762824.58
3085,5265.103,4852.74,13434167.82
3086,5290.331,4785.1,11954946.64
3087,5223.689,4964.84,16995151.25
3088,5356.135,4744.42,11149521.15
3089,5275.507,4969.67,15405117.76
3090,5310.551,4796.75,11994953.02
3091,5405.04,4552.33,9545773.23
3092,5437.0459999999985,4712.98,10161323.46
3093,5197.605,4484.22,10507156.72
3094,4789.568,4438.42,14814900.77
3095,5312.033,4753.18,11654334.82
3096,5067.101,4538.93,12099453.36
3097,5612.324000000001,4864.48,9919753.03
3098,5246.683000000001,4619.99,11302794.04
3099,5332.460999999998,4842.63,12618794.01
3100,5620.574000000001,4856.24,9962683.47
3101,4887.559,4658.22,18271343.62
3102,4546.301,4287.42,18277553.88
3103,5642.663000000001,4900.1,9989737.56
3104,4410.997,4158.75,18321064.09
3105,5121.106,4818.92,16496095.53
3106,5183.912,4880.27,15719008.27
3107,5369.5059999999985,4828.23,11803582.64
3108,5666.363,4987.99,10346970.88
3109,5129.873,4537.88,11839001.55
3110,4920.739000000001,4698.43,18422817.25
3111,5529.781,4758.67,10068181.89
3112,5511.609,4806.68,10401734.94
3113,4536.493,4260.22,17525761.68
3114,4837.078,4487.67,15864528.17
3115,5492.741999999998,4753.09,10428928.09
3116,5218.6309999999985,4788.46,13360978.21
3117,5635.214,4953.51,10456949.78
3118,5054.835999999998,4721.16,15942267.46
3119,5281.72,4691.74,11560032.03
3120,5208.386,4729.84,12906444.85
3121,4763.987,4454.85,16785832.65
3122,5099.498,4507.9,12003952.28
3123,5581.248000000001,5023.0,11605726.18
3124,5288.127,4971.85,16034884.27
3125,5333.441,4835.11,12485099.61
3126,5616.134,5044.82,11638977.35
3127,4512.973,4264.91,18758223.71
3128,4645.107,4241.29,14690571.51
3129,5310.956,4714.87,11667035.65
3130,5448.758000000002,4675.1,10273011.2
3131,5142.785,4703.86,13572462.9
3132,5148.6190000000015,4667.69,13063328.46
3133,5372.187,4832.23,12144930.2
3134,5301.531,4686.67,11742275.13
3135,5171.553,4686.81,13109645.75
3136,5282.984,4705.2,12187013.18
3137,5063.174,4686.41,14846813.46
3138,5585.38,4931.49,11032758.73
3139,4866.43,4618.48,19006937.38
3140,5051.791,4439.96,12232481.97
3141,5147.314,4878.38,17133349.73
3142,5574.555,4796.12,10402817.78
3143,5642.321999999999,4886.74,10422097.59
3144,5549.529,4852.95,10766446.96
3145,4859.903,4521.4,16414039.13
3146,4597.228,4268.21,17242063.26
3147,5542.099,4975.71,11906354.57
3148,4496.651,4227.42,19188501.53
3149,5335.263000000001,4737.97,11926082.23
3150,4781.17,4496.89,18209646.17
3151,5211.451,4719.9,13319198.23
3152,5737.46,5059.02,10840304.31
3153,5330.359,4698.3,11579461.53
3154,4762.385,4343.36,15113258.22
3155,5600.896,5031.55,12002491.25
3156,5308.102,4837.48,13399818.25
3157,5729.124,5092.01,11256619.13
3158,4959.672000000001,4469.57,13969250.92
3159,5302.846,4984.26,15883711.22
3160,4904.305,4657.62,18398981.59
3161,5320.521,4789.27,12960176.45
3162,5567.81,4895.89,11304927.47
3163,5380.326,4777.2,12099591.15
3164,5113.4079999999985,4658.01,14046941.62
3165,4740.103,4272.09,14642538.83
3166,5794.791,5050.24,10668142.18
3167,4641.17,4357.95,18535644.84
3168,5567.455,4857.17,11024689.64
3169,5328.941,4571.37,11042757.61
3170,5200.083,4666.98,13100835.73
3171,4980.542,4556.91,14749082.39
3172,5164.662,4622.06,13123206.51
3173,5431.962,4743.19,11446914.53
3174,5218.956,4554.28,11844573.67
3175,5389.975,4854.46,12705098.13
3176,5238.201,4584.49,11874429.11
3177,4480.438,4237.44,19797297.24
3178,4917.333,4489.0,14859154.53
3179,5324.713000000002,4681.97,11904223.94
3180,5431.274,4744.5,11538403.86
3181,5007.127,4633.85,16267148.67
3182,5230.924,4450.11,11203139.16
3183,5038.981,4556.41,14350985.79
3184,5380.321,4875.12,13301203.68
3185,5032.573,4626.21,15623683.72
3186,5156.771,4794.25,15633876.41
3187,5165.325,4595.34,12856438.13
3188,5180.518,4804.14,15660925.5
3189,5106.11,4854.38,18964905.44
3190,5064.412,4655.94,15024745.01
3191,5648.964,4917.09,10946964.93
3192,4872.642,4429.35,15062614.66
3193,5033.03,4571.19,14471549.34
3194,5543.012,4832.31,11324349.46
3195,5798.334,5169.56,11706950.72
3196,4919.835999999998,4617.57,18153176.84
3197,5135.9670000000015,4753.56,15794944.32
3198,4840.629,4558.12,18172168.91
3199,4498.218,4140.29,17315115.85
3200,5493.4180000000015,4813.89,11746656.35
3201,5496.088000000002,4822.63,11764790.96
3202,5188.25,4699.32,14039446.29
3203,5416.489000000001,4609.65,11080440.48
3204,5636.133000000002,4929.37,11446048.79
3205,5119.644,4442.87,12225386.64
3206,5146.229,4575.74,13112986.39
3207,5095.1590000000015,4780.04,17492231.73
3208,5592.813,4848.28,11151134.33
3209,5469.741999999998,4704.5,11170841.06
3210,4838.725,4580.04,19409065.2
3211,5223.374,4566.51,12309214.12
3212,5019.925,4503.94,14215043.55
3213,4723.561,4481.55,20539223.3
3214,4974.318,4482.44,14232167.47
3215,4842.447,4569.41,19482413.04
3216,5251.316,4900.11,16104311.58
3217,5373.944,4742.21,12363382.18
3218,4671.335,4257.49,16136061.85
3219,4891.3290000000015,4671.98,20625007.49
3220,4818.346,4389.65,16150597.4
3221,5525.856,4983.33,13280455.48
3222,5169.164000000002,4549.75,12837731.4
3223,5444.627,4824.6,12426554.44
3224,5029.229,4495.97,13820761.91
3225,5236.515,4630.68,12883499.89
3226,5544.245,4920.76,12470104.42
3227,5285.166,4885.76,15598265.83
3228,5014.792,4550.4,14985681.4
3229,4791.612,4480.72,18739484.85
3230,4912.748,4657.25,19732807.13
3231,5623.227,4883.97,11381244.67
3232,4931.083,4365.58,13924566.26
3233,4703.93,4377.72,17911767.46
3234,4583.477,4236.5,17920047.41
3235,5592.161,4884.76,11778269.63
3236,5486.616,4755.56,11797681.37
3237,4970.758,4631.73,17985416.72
3238,5223.3,4858.75,16431967.43
3239,5324.917,4869.22,15128380.69
3240,4954.718,4626.36,18018123.44
3241,5436.731,4765.42,12223132.54
3242,5150.827,4812.02,17232542.46
3243,5112.208,4716.68,16492685.4
3244,5169.497,4897.45,18974338.95
3245,5192.207,4706.04,14608712.54
3246,5357.587,4812.64,13579551.24
3247,5093.479,4644.79,15220591.63
3248,5098.489000000001,4753.27,17305121.1
3249,5222.337,4668.13,13611371.43
3250,5278.495,4758.61,14129620.81
3251,5569.187,4967.55,12733337.28
3252,5278.346,4470.31,11595184.39
3253,5682.518,5104.07,13209194.7
3254,5200.501,4715.95,14746434.54
3255,5102.733,4724.92,16680332.97
3256,4935.963,4607.21,18277061.26
3257,4877.01,4657.2,21329899.67
3258,5030.488,4508.99,14778768.45
3259,5369.408,4807.74,13736921.69
3260,5365.868,4950.61,16036492.14
3261,5420.842,4948.67,14815073.9
3262,4957.675,4611.13,17517927.13
3263,4711.388,4470.57,21417239.46
3264,4878.826,4595.48,20296524.03
3265,5257.521,4952.18,18371689.64
3266,5011.039000000002,4616.18,16783738.9
3267,5148.673,4682.79,15452069.16
3268,5313.5340000000015,4885.27,15464123.03
3269,5197.502,4668.45,14331771.57
3270,5129.493,4768.65,16834436.94
3271,4914.941,4458.62,15499539.84
3272,4758.503,4391.0,17622729.99
3273,5019.0909999999985,4743.41,20411690.48
3274,4673.45,4381.01,19398999.5
3275,4931.022,4522.08,16878110.0
3276,4902.271,4481.11,16185937.25
3277,5410.03,4667.38,12157523.15
3278,5341.571999999999,4658.14,12567163.48
3279,5489.151999999999,4831.34,12584665.94
3280,5350.998000000001,4831.17,14461915.83
3281,5043.584,4496.76,14475947.05
3282,4996.31,4744.3,20578105.73
3283,4918.258,4622.36,19556719.46
3284,5362.068,4752.11,13502173.78
3285,5007.654,4694.51,18654321.92
3286,5094.245,4760.15,17816012.4
3287,5387.458000000001,4785.13,13530519.7
3288,4948.417,4454.23,15706368.53
3289,5367.647,4876.1,14556522.05
3290,5118.489000000001,4393.87,12695571.35
3291,5635.015,4870.33,11945196.63
3292,5385.845,4927.6,15173606.62
3293,5048.231,4677.51,17162842.97
3294,5620.94,4973.21,12751065.86
3295,5090.75,4758.57,17976689.93
3296,4830.011,4307.41,15223984.09
3297,4666.92,4370.93,20839353.94
3298,5334.35,4804.96,14677542.58
3299,5040.133,4594.73,16522309.8
3300,4840.141,4451.29,17250757.35
3301,4956.859,4606.75,18043912.12
3302,4978.1709999999985,4636.2,18910924.15
3303,4864.947,4567.52,19864019.36
3304,4926.924,4678.3,20916674.21
3305,4675.0,4439.54,22085302.09
3306,4620.97,4367.97,22091623.04
3307,5114.221,4730.68,17298780.03
3308,5455.21,4817.36,13279502.93
3309,5035.237,4549.06,15335283.34
3310,5081.267,4633.34,15960726.11
3311,5368.149,4726.03,13316720.85
3312,5102.609,4803.49,19032432.22
3313,4935.8690000000015,4508.22,16664597.46
3314,5355.1190000000015,4851.87,14826801.52
3315,5521.986999999999,4889.76,13359916.97
3316,4855.202,4623.39,22272888.19
3317,4755.3420000000015,4348.03,17440741.07
3318,5358.449000000001,4953.1,16724372.05
3319,4628.0909999999985,4262.12,19121473.01
3320,5287.1219999999985,4818.88,15457180.36
3321,5126.026,4618.55,15469089.5
3322,5353.422,4703.18,13422508.67
3323,4672.175,4378.09,20141628.41
3324,4895.798,4600.23,20149078.09
3325,5042.259,4706.57,19197362.28
3326,4842.087,4539.89,20164778.57
3327,4544.807,4284.4,22411430.51
3328,5440.405,4810.99,13463103.31
3329,5002.229,4638.58,18367499.45
3330,5466.616999999998,4670.13,12263962.21
3331,5187.321,4574.71,13970733.01
3332,5170.201,4900.62,20265668.89
3333,5510.165,4858.08,13092207.17
3334,5143.544,4744.72,16921769.75
3335,4502.215,4182.18,20313777.54
3336,5518.9180000000015,4815.07,12715012.41
3337,5550.7440000000015,4826.73,12732951.18
3338,5357.0030000000015,4598.47,12750900.75
3339,5472.29,4904.71,14085413.75
3340,5557.016,4936.87,13631960.89
3341,4926.152,4579.74,19482027.2
3342,5525.326,4769.87,12417717.7
3343,5304.352,4948.03,17827126.14
3344,5162.456,4686.39,15782764.9
3345,4856.647,4541.83,20524787.32
3346,5138.021,4632.04,15800274.87
3347,4926.703,4496.35,17127514.57
3348,4482.596,4210.86,21642102.69
3349,4633.152,4380.39,22850704.15
3350,5268.74,4644.31,14197972.15
3351,5482.229,4821.46,13299436.24
3352,5735.331,5091.67,13316519.8
3353,5661.932,4982.79,12919041.92
3354,5358.901999999999,4659.51,13352858.15
