,Max Velocity,Avg Velocity,Avg Altitude Drop
3355,5855.076999999998,5132.87,12562882.18
3356,5114.728,4527.5,14820210.53
3357,5197.317,4655.47,15381926.49
3358,4643.235,4311.62,20772692.88
3359,5064.167,4823.19,21873427.4
3360,5454.943,4906.05,14856579.82
3361,5716.115,5018.8,13017591.1
3362,4880.83,4328.14,15441666.79
3363,4926.689,4613.17,19862365.35
3364,5269.738,4689.11,14910450.71
3365,5523.611,5031.57,15475917.99
3366,4963.774,4367.8,14938016.69
3367,5577.48,4978.85,13958556.85
3368,4763.59,4480.93,22046570.26
3369,5563.097,4864.75,13108992.44
3370,4835.553,4355.67,16791541.55
3371,5345.951999999998,4690.87,14008815.22
3372,5526.5790000000015,4766.24,12755329.08
3373,4833.148,4365.41,17548677.47
3374,4709.975,4354.72,20063600.66
3375,5606.042,5118.87,15618219.24
3376,5310.1590000000015,4797.82,15632172.3
3377,5080.139,4649.1,17596563.65
3378,5045.177,4673.1,18371722.34
3379,5254.81,4772.53,16264130.07
3380,5167.587,4837.8,19230853.96
3381,5716.031,4993.14,12840520.19
3382,5388.441,4861.74,15706650.41
3383,5016.543,4650.58,19284990.33
3384,5068.339,4742.13,20211339.11
3385,5317.47,4728.22,14651475.85
3386,5103.432,4775.82,19322729.35
3387,5310.321,4756.89,15196354.04
3388,4816.37,4514.36,21282403.43
3389,4969.306,4688.71,21290258.14
3390,5380.62,4737.31,14209509.78
3391,5435.781999999998,4773.69,13768775.86
3392,4821.23,4553.21,22471775.82
3393,4776.372,4516.51,22478913.92
3394,5676.906999999998,4994.86,13365710.1
3395,5335.778,4519.98,12979811.08
3396,5249.184,4668.72,15311349.6
3397,5017.2559999999985,4641.36,18649862.9
3398,5342.888000000001,4817.28,15899827.6
3399,4876.936,4621.73,22601636.44
3400,5104.317,4583.57,15918459.79
3401,5468.951,4839.44,14343650.15
3402,5306.236,4731.0,15381967.97
3403,5354.145,4660.26,13911411.26
3404,5111.056,4735.7,18760029.28
3405,4706.805,4322.46,19621585.99
3406,5079.559,4452.79,14901185.59
3407,5017.407,4674.31,19651675.87
3408,5492.938,4921.86,14923895.96
3409,4963.81,4707.24,22785561.24
3410,5298.357,4708.33,14944042.39
3411,5667.525,4977.69,13561378.01
3412,5566.462,4841.82,13579337.42
3413,5075.375,4735.59,19761377.4
3414,5409.084,4684.27,13604523.6
3415,5209.547000000001,4732.06,16757035.92
3416,5156.854,4695.52,17438372.9
3417,5127.806,4696.61,18175190.57
3418,5402.523,4947.29,16789946.06
3419,5198.483,4679.28,16181981.88
3420,5110.91,4671.49,17488153.65
3421,5061.036,4631.12,18227250.62
3422,5596.821,4846.72,13276297.52
3423,5592.25,4916.62,14149610.1
3424,5208.486,4786.65,18286776.45
3425,5533.8719999999985,4835.67,13733752.73
3426,5402.866,4758.13,14665197.22
3427,5093.339,4694.12,18342494.87
3428,5422.694,4806.08,14690558.5
3429,4932.538,4666.6,23202445.58
3430,4905.34,4476.04,18379903.42
3431,4766.322,4435.38,21013959.81
3432,5370.029,4878.03,16357723.9
3433,5089.815,4813.62,22090688.21
3434,5169.258,4776.95,19218649.78
3435,5204.460999999998,4658.84,16384152.03
3436,5430.22,4702.73,13842462.56
3437,5179.355,4439.34,14305805.54
3438,5027.199000000001,4801.53,24644058.27
3439,5541.667,4813.22,13881705.61
3440,5545.229,4957.68,15332549.14
3441,5428.219,4742.44,14360369.77
3442,5496.31,4839.57,14378048.96
3443,5292.94,4545.16,13947720.43
3444,4997.274,4651.49,20296808.75
3445,5251.681,4672.39,15961296.48
3446,5434.595,4941.41,16565863.7
3447,5141.9940000000015,4805.06,20339953.74
3448,4714.955,4428.75,23558220.82
3449,5154.945,4720.33,17916011.05
3450,5288.7159999999985,4802.05,17238977.58
3451,5322.871,4895.76,17940597.38
3452,5142.011,4520.01,15481193.38
3453,5072.636,4598.83,17969264.26
3454,5578.371,4914.82,14509475.34
3455,5154.25,4690.34,18002863.19
3456,5370.61,4676.68,14536518.8
3457,5031.093,4575.31,18037310.18
3458,5312.464,4856.35,18048228.68
3459,4775.485,4245.65,17366490.35
3460,5526.232,4855.91,14582536.39
3461,4701.072,4342.26,20557529.66
3462,5031.947,4696.23,21544268.56
3463,5088.91,4680.27,18862418.88
3464,4981.294,4702.54,22643026.16
3465,4786.147,4541.53,25165177.1
3466,4827.331,4590.11,25171556.81
3467,4726.911,4369.44,20604303.73
3468,4962.107,4543.74,18898100.81
3469,4544.917,4218.18,22685083.69
3470,5376.682,4888.11,17461875.03
3471,4762.007000000001,4460.89,22708007.38
3472,4755.542,4350.69,19756560.18
3473,4890.6309999999985,4498.71,19766407.07
3474,5499.12,4744.43,13796457.96
3475,5012.434,4672.24,20704215.83
3476,4732.35,4292.75,18989656.55
3477,5444.874,4763.12,14718877.44
3478,5242.4209999999985,4851.37,19022991.85
3479,4596.027,4286.48,22835256.57
3480,5386.132,4842.77,16325738.79
3481,5391.896,4901.25,16943852.09
3482,4918.584,4480.7,19072321.11
3483,5566.64,4967.88,15274434.53
3484,5048.14,4409.48,15816162.44
3485,5297.4659999999985,4811.29,17653133.11
3486,5439.584,4854.58,15842006.91
3487,4954.746,4516.43,19152843.43
3488,4981.139,4670.53,21897761.51
3489,4923.618,4575.12,20911678.84
3490,5279.986,5015.74,24219978.1
3491,5196.729,4872.54,21921289.76
3492,5213.488,4817.77,19192272.91
3493,5150.955,4615.5,17072921.56
3494,4542.838,4230.76,23056175.88
3495,5004.925,4498.43,17748592.77
3496,5260.801,4465.21,14003593.79
3497,5240.597,4902.19,21014395.22
3498,5117.727,4670.47,18504228.12
3499,5126.615,4833.98,23137564.38
3500,5153.618,4635.51,17152443.79
3501,5362.309,4851.32,17166496.76
3502,5487.71,4933.49,16567104.01
3503,5299.473000000001,4846.46,18566135.04
3504,4408.403,4155.01,25792828.1
3505,5091.819,4677.23,19355948.79
3506,5186.627,4789.33,19366756.57
3507,5370.593000000002,4819.05,16615114.91
3508,5409.688,4870.13,16629969.83
3509,5188.853,4815.5,20254982.84
3510,5308.335,4542.97,14576241.8
3511,5452.199000000001,4876.06,16099498.5
3512,5300.389,4806.44,17968872.34
3513,5614.236,5043.65,16124971.63
3514,5469.191999999999,4921.82,16714750.21
3515,4965.647,4354.18,16728621.3
3516,4623.922000000001,4365.29,26028437.29
3517,4990.681,4619.07,20380212.54
3518,5162.3809999999985,4648.43,17374458.84
3519,5410.208000000001,4858.05,16769024.8
3520,5277.261,4587.5,15163746.5
3521,4875.4090000000015,4527.54,21376580.18
3522,4805.498,4281.58,18100344.38
3523,5036.439,4647.06,20470861.49
3524,5512.915,4940.46,16251293.71
3525,5324.29,4729.99,16267095.29
3526,5038.479,4550.56,18156812.05
3527,5775.639,5064.18,14325217.8
3528,5083.653,4558.3,17522261.22
3529,4763.043,4475.04,23662984.52
3530,5465.321,4894.93,16334696.24
3531,5336.291,4865.68,18231835.2
3532,5531.314,4778.14,14384462.15
3533,4951.081,4486.61,18999565.26
3534,5535.396,4919.84,15849205.86
3535,4821.327,4423.67,20682741.71
3536,4917.538,4617.11,23792547.78
3537,5069.417,4400.38,15878283.36
3538,5467.837,4698.75,14454387.08
3539,5089.515,4509.46,17049766.85
3540,5022.876,4735.4,23877259.6
3541,4802.426,4478.85,22748967.03
3542,5098.099,4783.41,22757221.77
3543,5167.749,4636.45,17714119.83
3544,5063.01,4563.28,18407710.51
3545,5483.975,4861.91,15970242.62
3546,5770.408,5177.4,15987269.66
3547,4998.2170000000015,4585.25,19995140.83
3548,5192.156,4589.79,16563390.09
3549,5454.154,4958.05,17803641.94
3550,5579.6280000000015,5137.77,18501382.0
3551,5130.45,4452.03,16050664.15
3552,5112.331,4646.41,19271967.33
3553,4804.335999999998,4534.82,25364740.73
3554,5698.922,5045.89,15564375.68
3555,5197.904,4740.9,19310920.46
3556,4967.7,4646.19,22997404.53
3557,5203.401,4911.45,23005983.7
3558,5631.469,4995.49,15602295.31
3559,5168.148,4599.08,17288763.7
3560,5225.649,4802.77,20180433.34
3561,5372.388000000001,4594.49,14696460.95
3562,4820.689,4425.51,21096611.82
3563,5727.9090000000015,4999.39,14723711.21
3564,5545.103,4846.24,15202391.44
3565,5104.052,4441.34,16232393.09
3566,5806.916,5141.15,15236497.22
3567,5483.056,4741.66,15255969.49
3568,4748.298,4506.47,27128020.43
3569,4599.445,4321.7,25707352.73
3570,5325.1309999999985,5019.18,23267057.16
3571,4815.46,4541.14,25723005.19
3572,5619.477,5044.58,16867857.45
3573,5015.307,4572.29,20392095.57
3574,4829.169,4351.01,19587964.66
3575,5295.811,4590.58,15813810.39
3576,5436.437,4760.27,15831711.31
3577,4587.254,4209.14,22317482.98
3578,4814.515,4591.75,27283592.18
3579,5028.143,4655.34,21362351.64
3580,5296.9940000000015,4847.38,19664411.64
3581,5488.092,4906.8,16968091.3
3582,4782.207,4414.48,22376122.9
3583,5143.664000000002,4645.16,18945720.36
3584,5501.604,4927.6,17001042.35
3585,5061.497,4759.43,23486216.84
3586,4825.688,4429.76,21454315.74
3587,5416.104,4683.87,15439439.79
3588,4663.996,4336.25,24710232.73
3589,5373.394,4922.34,19020568.83
3590,4830.4659999999985,4563.57,26035113.03
3591,5015.263,4581.0,20621501.54
3592,5062.451,4763.6,24753000.16
3593,4833.883,4539.61,24760702.78
3594,5431.22,4816.4,16523679.53
3595,5161.249,4710.09,19840648.09
3596,4976.733,4631.52,22555872.51
3597,5832.011,5116.43,15056785.88
3598,5315.552,4770.35,17760222.6
3599,5594.382,4949.3,16058918.36
3600,5005.824000000001,4716.06,24898834.41
3601,5043.868,4639.9,20760067.28
3602,4912.584,4663.48,27686054.34
3603,5216.931,4617.09,17200038.21
3604,5169.179,4597.89,17828524.88
3605,5670.616,4928.42,15146661.82
3606,5578.623000000001,4879.09,15638436.49
3607,5487.486999999999,4807.55,16159998.71
3608,5481.147,4906.32,17290306.33
3609,4963.208,4614.84,22800955.85
3610,4706.665,4415.35,26407724.66
3611,5247.3,4848.84,20916800.56
3612,5561.6280000000015,4991.85,17325634.37
3613,4518.281,4245.51,27919578.35
3614,5305.158,4963.4,22852004.31
3615,4749.504,4458.78,26466783.61
3616,4784.0340000000015,4411.44,22866597.24
3617,5635.5430000000015,4896.82,15264084.47
3618,4641.815,4356.39,26518140.8
3619,5328.0059999999985,4695.64,16811259.89
3620,4779.426,4490.74,25224764.54
3621,5346.225,4689.61,16832371.23
3622,5141.121,4772.41,21965703.5
3623,4451.111,4149.1,26596812.17
3624,4673.229,4347.27,25274190.03
3625,5307.611,4775.8,18734338.48
3626,5450.999,4912.06,18080101.55
3627,5530.913000000001,4900.43,16890640.11
3628,4792.044,4355.68,21124041.27
3629,5122.792,4553.78,18121020.46
3630,5410.401,4777.61,16929914.98
3631,5272.64,4469.63,15410889.45
3632,4895.488,4398.78,20353347.79
3633,4826.263,4598.62,28275037.96
3634,4856.393,4555.61,25455040.05
3635,5175.42,4880.06,25462145.62
3636,5069.005,4681.63,22150663.27
3637,4432.7559999999985,4168.89,28309911.94
3638,5381.906999999998,4864.47,18886199.05
3639,5631.776999999999,4877.5,15471620.28
3640,5029.221,4398.17,17621382.21
3641,4961.727,4713.95,26902964.02
3642,5274.67,4807.33,19672428.04
3643,5865.975,5166.57,15519352.22
3644,5035.396,4551.65,20496533.38
3645,5141.824000000001,4655.74,19720568.83
3646,5288.693,4814.8,19732894.33
3647,5171.304,4729.62,20534333.5
3648,5456.8690000000015,5000.12,19756979.29
3649,5616.135,4962.46,16587587.13
3650,5913.23,5251.48,16088348.32
3651,5371.741999999998,4879.18,19081168.61
3652,5487.765,4794.33,16635816.66
3653,4791.47,4401.49,22432364.78
3654,5021.247,4647.03,23460555.3
3655,4817.392,4536.54,27171539.62
3656,5226.057,4768.67,20661436.0
3657,4995.477,4583.02,21533350.11
3658,5046.929,4587.88,20684243.2
3659,5346.475,4634.16,16697592.33
3660,4979.05,4711.26,27250183.34
3661,4753.735,4396.3,24662766.8
3662,4849.297000000001,4427.87,22527574.66
3663,5277.126,4815.98,19940955.21
3664,5336.068,4810.57,19215205.22
3665,5122.187,4421.55,17309423.58
3666,5671.38,5031.9,16768332.85
3667,5301.866999999998,4599.37,16786420.45
3668,5876.344,5262.24,16804257.42
3669,4680.72,4291.29,23687506.16
3670,5041.67,4410.68,17985205.43
3671,4820.26,4362.08,21742331.69
3672,5022.382000000001,4720.82,24857030.27
3673,5311.7069999999985,4886.54,20891616.44
3674,5314.309,4802.34,19357263.56
3675,5386.647,4648.89,16350915.48
3676,4697.186,4421.51,27545252.44
3677,5529.026999999999,4742.19,15878331.01
3678,5548.816999999999,4977.39,18083578.64
3679,5255.464,4926.14,23847095.18
3680,5122.625,4635.26,20190679.71
3681,5128.073,4429.88,17514295.37
3682,4733.478,4504.42,29197139.31
3683,4797.068,4392.98,22860408.44
3684,4966.014,4626.86,23908925.59
3685,5504.373000000001,4871.71,17549131.28
3686,4909.6590000000015,4597.42,25078743.96
3687,5170.09,4873.39,26339748.45
3688,5196.794,4679.47,19524250.56
3689,5190.947,4951.01,27752150.52
3690,5100.791,4497.79,18845490.48
3691,4989.868,4657.33,25135291.95
3692,4849.363,4547.72,26399519.73
3693,5296.3690000000015,4866.22,21131165.91
3694,5278.201,4848.38,21143197.6
3695,5544.974,4843.34,16536701.69
3696,5398.5,4960.24,21178106.83
3697,5154.8409999999985,4512.48,18271676.31
3698,4430.417,4185.5,29444316.92
3699,4678.601,4321.49,25245907.42
3700,5358.019,4791.55,18948158.54
3701,4983.474,4641.5,24125081.54
3702,5113.09,4612.9,20425742.65
3703,5142.234,4660.96,20438310.87
3704,4930.505,4660.02,27975011.33
3705,5269.299,4808.29,20455960.29
3706,5345.972,4730.62,18354656.92
3707,5160.375,4887.91,26621979.23
3708,5497.149,4782.94,16657107.5
3709,5311.83,4875.58,21332403.85
3710,5741.848000000001,5010.35,16181106.33
3711,5218.577,4571.17,17815787.54
3712,5017.642,4530.84,20569326.2
3713,4738.0340000000015,4303.97,22294323.97
3714,5545.636,4886.11,17277444.88
3715,5154.875,4637.28,19850574.14
3716,4794.991,4454.72,25530311.32
3717,5224.549,4526.21,17312454.89
3718,5159.163,4938.68,29822285.75
3719,5511.435,4880.54,17909266.63
3720,5545.884,4761.66,16300140.59
3721,5255.1590000000015,4881.45,23396725.71
3722,5388.141,4810.04,18571681.78
3723,5302.391,4883.68,22450848.82
3724,4777.887,4331.38,22462135.47
3725,5221.589,4967.47,28379929.24
3726,4697.435,4437.63,29962578.66
3727,5420.988,4706.46,16872623.48
3728,5230.876,4793.54,21609040.66
3729,4591.732,4304.2,28439710.53
3730,5220.292,4747.25,20795356.43
3731,4710.459,4421.08,28463473.21
3732,5642.4,5094.57,18663959.8
3733,5410.396,4769.78,18057845.94
3734,5425.198,4875.5,19362801.54
3735,4946.005,4559.27,23582538.06
3736,4694.563,4453.27,30139648.47
3737,5431.25,4979.82,20878409.62
3738,5054.94,4656.19,23611147.96
3739,4722.789000000002,4379.17,25867964.39
3740,5204.152,4718.3,20905594.36
3741,5503.344,4972.95,19426687.53
3742,5279.908,4771.65,20159600.42
3743,5094.651,4718.23,23675413.78
3744,5360.209,4717.0,18167259.32
3745,5384.029,4963.51,21812257.58
3746,5516.838000000002,4940.97,18819644.0
3747,4707.442,4347.4,25996953.28
3748,5419.557,4627.72,16563913.6
3749,5204.689,4696.44,20258372.35
3750,5139.2559999999985,4825.41,26054633.06
3751,5162.276,4799.83,24878897.71
3752,5652.695,4902.56,16605242.21
3753,5627.178000000001,4886.72,16625237.59
3754,5252.917,4764.88,21113346.27
3755,5150.111,4630.78,20344839.45
3756,4784.199000000001,4559.45,30523939.05
3757,4526.23,4221.88,27479597.27
3758,4829.414000000002,4514.79,26179672.83
3759,5290.491999999998,4936.25,24998228.84
3760,5062.188,4743.51,26196825.82
3761,5624.301,4988.66,17763900.76
3762,4802.328,4518.06,27542121.77
3763,4806.359,4412.06,23959639.27
3764,5077.822,4533.59,20423138.73
3765,4968.275,4510.88,22068685.81
3766,5909.8780000000015,5239.32,17259184.2
3767,5409.505,4637.02,16755973.38
3768,5504.798000000002,4994.67,20492321.77
3769,4752.215,4464.22,27672547.02
3770,5414.6590000000015,4621.99,16790521.47
3771,5690.989000000001,5048.64,17891052.6
3772,4969.5340000000015,4699.14,29197350.36
3773,4696.77,4447.22,30825592.91
3774,5451.433000000001,4971.36,21352608.89
3775,5242.721,4548.04,17926161.12
3776,5036.753,4624.27,23165760.13
3777,4743.735,4476.59,29269143.43
3778,5467.651,4818.15,18552858.77
3779,5513.857,4807.22,17411845.44
3780,4952.922000000001,4709.58,30960400.44
3781,4975.708,4717.94,29337862.27
3782,5491.234,4874.52,18596984.57
3783,5215.191,4747.13,21470642.62
3784,5007.36,4635.17,24281350.68
3785,5475.2159999999985,4904.25,19273333.41
3786,4814.872,4526.64,29423621.91
3787,5157.604,4661.7,21513984.4
3788,5378.641,4731.78,18661519.64
3789,5097.4940000000015,4678.99,23337460.93
3790,5027.858,4597.82,23347764.01
3791,5374.065,4714.29,18693927.58
3792,5352.185,4703.75,18711002.89
3793,5176.649,4880.7,26738788.5
3794,4744.286,4454.11,29560063.01
3795,5184.786,4744.84,22477726.46
3796,5365.127,4732.6,18747796.39
3797,5676.1280000000015,4983.96,17594354.62
3798,4877.024,4479.19,24488909.63
3799,5358.563,4790.93,20129739.67
3800,5584.143,4869.5,17632800.08
3801,5798.3780000000015,5168.15,18218783.01
3802,5339.0790000000015,5021.77,25681219.73
3803,5274.085,4921.38,24575003.04
3804,5044.209,4678.04,25700640.92
3805,5305.654,4612.36,18256544.5
3806,5244.333000000001,4787.19,22649121.19
3807,4983.0,4705.87,28319233.44
3808,5094.578,4723.91,24635481.35
3809,5733.173000000002,4982.59,17189170.81
3810,5468.717,4928.37,20273719.64
3811,5021.462,4668.66,25811855.58
3812,5279.835,4671.78,19597398.54
3813,5566.235,4818.97,17241917.6
3814,5467.7069999999985,4940.29,20335299.17
3815,5065.156,4710.37,25890120.62
3816,4883.738,4587.79,28486657.33
3817,4598.113,4258.54,27138594.68
3818,5317.59,4996.02,25914200.96
3819,4906.374,4588.58,27157079.75
3820,5368.538000000001,4694.11,18414424.54
3821,4939.527,4660.25,28550157.47
3822,4821.376,4569.98,31728378.11
3823,4977.102,4701.87,28563627.01
3824,5338.2930000000015,4695.23,19058605.38
3825,4965.405,4591.43,25997638.96
3826,4919.872,4486.74,23841675.76
3827,5075.48,4808.6,28618037.24
3828,4749.598,4389.15,26025760.1
3829,4762.253,4275.52,22914127.0
3830,5465.172,5043.44,22925503.13
3831,4768.946,4483.69,28664740.18
3832,5268.345,4801.21,22062666.24
3833,4507.738,4237.96,31874302.41
3834,5508.604,4851.25,18525083.68
3835,5413.3780000000015,4722.34,18543221.63
3836,5094.245,4644.01,23005683.78
3837,5219.69,4642.71,20554700.82
3838,4865.825,4643.01,31980528.14
3839,4912.781,4574.56,27419908.66
3840,4988.402,4616.62,25045803.89
3841,5035.062,4458.44,20587757.6
3842,4962.416,4689.12,28830849.21
3843,5535.565,4834.32,18037879.09
3844,5188.57,4655.7,21391324.54
3845,5138.682,4879.66,30404870.47
3846,5029.843,4654.08,25126986.21
3847,5025.542,4609.99,24090783.4
3848,5185.911,4929.81,30437146.04
3849,5370.21,4972.99,24106579.52
3850,4735.913,4347.91,26306820.7
3851,5476.854,4711.02,17557970.19
3852,5757.014,5083.22,18125127.49
3853,5735.6309999999985,5018.27,17595721.44
3854,5028.221,4642.87,25255848.77
3855,4825.882000000001,4573.58,30580231.59
3856,4874.016,4404.56,23252627.4
3857,5437.792,4645.79,17634775.03
3858,5075.6190000000015,4710.05,25312207.01
3859,5212.738,4672.54,21575146.26
3860,5514.981,4919.8,20101818.09
3861,4662.766,4261.89,26506392.5
3862,4816.405,4534.91,30698267.27
3863,5096.34,4723.82,25369834.18
3864,5466.648,4779.58,18841024.79
3865,4763.206,4384.76,26557651.32
3866,5661.601,4945.52,18276260.98
3867,5307.525,4954.77,25437865.31
3868,4876.9659999999985,4594.92,29261356.92
3869,5216.27,4665.7,20915441.48
3870,4669.971,4310.25,27895244.05
3871,5017.286,4568.59,23443908.86
3872,5394.928000000001,4897.28,21721141.19
3873,5389.261,4681.65,18935112.14
3874,4862.206,4576.18,30900633.68
3875,5301.995,4884.49,24473167.03
3876,4929.866,4508.77,24483943.41
3877,4703.335999999998,4412.88,30933734.05
3878,5109.75,4568.24,21782273.79
3879,5864.004,5162.16,17841760.81
3880,5241.991,4625.57,20317792.54
3881,5032.077,4760.59,31017924.86
3882,4915.743,4301.26,21062950.93
3883,5195.015,4776.41,24583742.47
3884,5187.453,4676.7,21865801.62
3885,5707.3290000000015,4948.62,17909213.62
3886,4782.77,4384.77,25705829.88
3887,4799.224,4444.37,26883479.43
3888,4992.339,4698.91,29579405.97
3889,5325.882,4716.96,20415665.06
3890,4759.43,4470.02,29610684.49
3891,5618.5819999999985,5149.73,21947517.68
3892,5280.44,4801.72,22803854.11
3893,4924.625,4566.74,26958913.8
3894,5009.964,4766.85,31222951.71
3895,5566.818,4956.02,19790809.11
3896,5005.107,4670.52,26996829.68
3897,4795.851,4523.69,31266284.41
3898,5215.628,4790.11,24762579.77
3899,4961.063,4484.24,23783321.43
3900,5188.251,4901.46,29736424.59
3901,5281.312,4886.27,24791124.07
3902,5626.618,4875.93,18050121.6
3903,5848.7840000000015,5132.76,18070452.9
3904,4819.166,4520.99,29823916.37
3905,5146.846,4509.36,20583094.15
3906,5188.897,4735.15,23887595.8
3907,5206.0059999999985,4767.24,23899677.42
3908,4995.8,4560.78,24905863.11
3909,5000.996,4729.2,31466634.33
3910,4981.706,4701.31,31473101.85
3911,5170.309,4731.65,23931523.68
3912,5663.529,4970.72,18714827.73
3913,5286.804,4550.39,18733535.49
3914,5009.763,4546.55,23990418.3
3915,4907.741,4678.63,33326528.12
3916,4886.543,4622.67,31579426.47
3917,5268.436,4893.73,26096901.23
3918,5437.732,4773.75,19379929.33
3919,5215.281,4655.2,21471054.23
3920,5105.275,4510.19,21484980.77
3921,5893.806,5223.51,18817447.31
3922,4876.696,4623.92,31699933.62
3923,5362.605,4803.75,21524575.8
3924,5174.288,4569.16,20797726.56
3925,4898.03,4545.88,27424373.18
3926,5655.639,4902.5,18303344.6
3927,5219.511,4737.46,23244228.54
3928,5056.941,4749.2,28787016.93
3929,5668.458000000001,4913.72,18338154.7
3930,5205.013,4684.34,22426632.61
3931,5259.318,4707.18,21640217.84
3932,5019.937,4720.3,30303619.79
3933,5584.927,4835.24,18385876.61
3934,5461.556,4929.42,21683401.64
3935,5414.725,4804.9,20950411.66
3936,5349.0030000000015,4875.15,23379937.49
3937,5141.764,4657.3,23392901.81
3938,5304.036999999998,4772.85,22539229.07
3939,5259.39,4917.61,27670668.66
3940,5661.701,4932.68,18466881.32
3941,4709.728,4417.74,32080654.8
3942,5826.621,5205.14,19680315.5
3943,5008.67,4747.07,32116822.47
3944,4925.727,4702.47,33907619.21
3945,4779.261,4428.45,29071587.88
3946,4994.597,4620.91,27758692.05
3947,5119.484,4781.14,27767779.28
3948,5422.257,4728.59,19724431.46
3949,5683.528,4983.14,19127324.09
3950,4963.901,4510.58,24494797.08
3951,4936.281,4640.17,30626067.97
3952,4985.218,4681.63,30633259.8
3953,4956.446,4635.28,29182845.53
3954,5400.941,4662.09,19169426.31
3955,4937.436,4644.66,30678660.04
3956,5200.299,4761.24,24554468.79
3957,5420.938,4888.86,21938067.47
3958,5472.437,4938.33,21952952.58
3959,5809.767,5219.91,20506540.71
3960,5160.776,4775.02,26757131.35
3961,5207.99,4726.23,23682817.37
3962,5717.871,4988.17,18679277.39
3963,5500.728,4718.0,18698351.03
3964,4817.889,4502.8,29391790.32
3965,5094.916,4522.04,22058600.97
3966,5284.826,4722.44,22073553.94
3967,5162.48,4604.02,22088143.14
3968,5183.087,4570.37,21341755.97
3969,5078.585999999998,4687.55,26918710.04
3970,5427.724,4831.63,21364218.77
3971,5037.351,4768.09,30986025.47
3972,5575.804,5011.27,21384872.49
3973,4784.174,4443.94,29539683.08
3974,5034.017,4626.85,26980309.08
3975,5545.664000000002,4878.78,20035656.15
3976,5064.808,4442.81,21432894.46
3977,5042.897,4742.12,29606448.86
3978,4921.015,4660.76,32729977.18
3979,4848.155,4375.01,24886344.44
3980,5193.307,4882.45,29634784.04
3981,5590.593000000002,5027.68,21474888.6
3982,5728.0,4991.1,18891268.56
3983,5131.668,4696.61,25985615.49
3984,4846.328,4489.44,28357190.03
3985,5096.253,4698.09,27133532.52
3986,5410.408,4775.5,20819332.68
3987,5369.475,4992.3,26035087.0
3988,5194.236,4709.83,24045388.89
3989,5083.573,4668.9,26059838.31
3990,5350.1280000000015,4770.05,21582325.34
3991,5391.509,5011.19,26089719.28
3992,4869.642,4623.14,34792372.13
3993,4962.765,4566.36,27238413.02
3994,5641.468000000002,4934.84,19595700.42
3995,5223.105,4750.54,24130572.47
3996,4687.464,4392.28,33027251.19
3997,5419.444,4922.24,23254679.52
3998,5440.518,4940.42,23268724.61
3999,4804.738,4441.97,28566689.8
4000,5455.005,4732.65,19658603.87
4001,5434.743,4759.92,20310664.79
4002,4545.246,4281.31,34985633.59
4003,4972.924,4427.39,23337119.77
4004,5015.1709999999985,4739.44,31512894.57
4005,4969.275,4518.02,26270870.74
4006,4909.393,4631.1,31533081.28
4007,5119.367,4795.63,30039504.3
4008,5619.798000000002,5099.82,22543831.42
4009,4861.059,4519.4,30066426.37
4010,4914.502,4636.67,31577669.41
4011,4620.082,4236.45,28716018.05
4012,5004.481,4543.69,25282218.25
4013,5504.762,4795.65,19770293.32
4014,5055.615,4697.99,28765657.91
4015,5451.21,4873.46,21838002.74
4016,4872.242,4360.14,24370603.44
4017,5098.312,4532.96,22644489.45
4018,4846.9670000000015,4595.49,33378142.63
4019,5570.335999999998,4958.39,21155642.63
4020,5452.427,4770.94,20490235.03
4021,5386.161,4760.3,21189864.2
4022,5181.133,4851.44,28904496.9
4023,5467.991999999998,4702.72,19289389.55
4024,4897.489000000001,4611.49,33509083.44
4025,5182.197,4596.48,22752121.55
4026,4725.1579999999985,4419.36,31860528.39
4027,5065.598,4679.41,27714436.82
4028,5191.807,4752.05,25509322.84
4029,5548.14,4772.55,19345745.95
4030,5027.133,4692.61,29028081.51
4031,5385.569,4624.44,19974621.73
4032,4887.427,4529.87,29063087.99
4033,5573.445,4866.71,19999237.57
4034,5267.163000000001,4592.75,21348312.51
4035,5725.791,5143.78,21364795.66
4036,4614.89,4350.05,33741228.29
4037,5116.602,4785.19,30535576.59
4038,4961.843,4620.1,29157095.0
4039,5205.318,4639.53,22923380.1
4040,5186.648,4861.04,29184555.36
4041,5176.804,4657.06,23793810.03
4042,4540.7159999999985,4303.02,35697411.4
4043,5597.876,4924.83,20744310.48
4044,4751.133,4464.35,32161708.06
4045,5511.875,4840.46,20767454.68
4046,5170.729,4644.62,23857388.81
4047,5526.74,5071.86,24787087.29
4048,5397.166,4596.18,19549745.07
4049,5367.084,4730.19,21520992.15
4050,5147.715,4550.84,23071956.44
4051,4927.259,4700.08,35896095.48
4052,5217.694,4917.62,30776414.14
4053,5134.854,4437.0,21559217.85
4054,5295.5909999999985,4834.21,24888685.7
4055,5617.764,4926.45,20240648.07
4056,4853.045,4447.13,28170578.96
4057,4967.023,4653.21,30861877.94
4058,5046.911,4745.52,30870550.05
4059,4952.209,4579.05,29475979.13
4060,5072.371,4667.61,27030744.57
4061,5704.683000000001,5031.75,20291746.28
4062,4820.945,4504.79,32474060.73
4063,5538.9209999999985,4766.17,19700423.36
4064,4756.668,4492.51,34223576.64
4065,5143.598,4421.49,20993056.65
4066,4932.288,4692.55,36160862.23
4067,5773.2930000000015,5056.59,19744085.41
