,Max Velocity,Avg Velocity
1594,135.0,127.52
1595,173.0,137.92
1596,197.0,135.13
1597,141.0,104.52
1598,150.0,110.46
1599,194.0,145.39
1600,62.0,44.0
1601,130.0,124.93
1602,143.0,109.24
1603,121.0,90.76
1604,174.0,134.33
1605,128.0,123.54
1606,161.0,125.37
1607,124.0,94.91
1608,181.0,142.87
1609,167.0,147.29
1610,128.0,101.53
1611,129.0,115.8
1612,130.0,114.0
1613,143.0,123.05
1614,150.0,118.09
1615,193.0,152.41
1616,130.0,96.99
1617,146.0,124.95
1618,183.0,141.34
1619,136.0,116.13
1620,226.0,163.65
1621,133.0,127.05
1622,141.0,129.65
1623,136.0,111.61
1624,136.0,120.16
1625,147.0,110.64
1626,142.0,111.8
1627,109.0,106.7
1628,149.0,116.09
1629,152.0,105.03
1630,189.0,143.83
1631,213.0,162.39
1632,192.0,139.96
1633,138.0,97.18
1634,156.0,119.08
1635,156.0,122.07
1636,141.0,113.79
1637,176.0,128.02
1638,135.0,128.25
1639,140.0,105.26
1640,129.0,115.29
1641,90.0,81.87
1642,168.0,129.26
1643,161.0,132.91
1644,206.0,155.79
1645,136.0,98.5
1646,172.0,141.52
1647,198.0,158.59
1648,147.0,117.18
1649,199.0,139.86
1650,152.0,107.28
1651,172.0,136.4
1652,158.0,124.77
1653,160.0,132.42
1654,142.0,121.29
1655,120.0,110.74
1656,190.0,142.68
1657,167.0,117.43
1658,128.0,106.44
1659,166.0,136.25
1660,185.0,142.48
1661,178.0,134.0
1662,105.0,80.69
1663,140.0,112.99
1664,238.0,164.39
1665,131.0,124.4
1666,148.0,107.21
1667,248.0,174.45
1668,166.0,141.16
1669,84.0,64.76
1670,153.0,135.58
1671,143.0,136.72
1672,217.0,167.77
1673,132.0,93.77
1674,159.0,116.49
1675,199.0,149.51
1676,84.0,78.2
1677,156.0,125.55
1678,183.0,148.5
1679,112.0,90.29
1680,130.0,90.9
1681,135.0,112.27
1682,189.0,143.51
1683,198.0,161.04
1684,155.0,104.02
1685,147.0,108.23
1686,200.0,137.6
1687,143.0,111.82
1688,124.0,89.51
1689,206.0,148.29
1690,83.0,77.59
1691,197.0,147.49
1692,146.0,102.02
1693,143.0,111.36
1694,130.0,89.27
1695,147.0,107.99
1696,139.0,113.39
1697,184.0,134.39
1698,73.0,56.96
1699,184.0,145.13
1700,150.0,112.77
1701,132.0,101.09
1702,139.0,112.2
1703,221.0,174.41
1704,148.0,94.31
1705,141.0,106.83
1706,95.0,51.48
1707,236.0,169.26
1708,109.0,91.04
1709,136.0,110.74
1710,140.0,113.45
1711,227.0,166.88
1712,95.0,87.3
1713,189.0,145.7
1714,127.0,97.8
1715,145.0,99.62
1716,247.0,169.67
1717,122.0,96.24
1718,140.0,105.09
1719,166.0,109.25
1720,137.0,94.03
1721,197.0,142.28
1722,145.0,97.38
1723,236.0,163.48
1724,130.0,98.1
1725,219.0,145.66
1726,200.0,155.38
1727,136.0,113.74
1728,140.0,116.54
1729,147.0,99.43
1730,174.0,133.38
1731,76.0,59.92
1732,127.0,98.61
1733,152.0,101.15
1734,201.0,149.67
1735,138.0,116.04
1736,130.0,107.79
1737,171.0,126.54
1738,178.0,127.84
1739,119.0,84.01
1740,156.0,111.88
1741,153.0,130.78
1742,240.0,176.19
1743,211.0,160.66
1744,144.0,102.74
1745,124.0,100.35
1746,167.0,131.4
1747,211.0,168.1
1748,145.0,114.36
1749,118.0,92.5
1750,130.0,102.01
1751,217.0,150.77
1752,215.0,163.06
1753,137.0,113.56
1754,146.0,108.88
1755,135.0,98.46
1756,116.0,97.49
1757,159.0,132.86
1758,125.0,99.41
1759,104.0,77.28
1760,143.0,118.28
1761,179.0,142.89
1762,133.0,103.55
1763,218.0,146.35
1764,210.0,161.32
1765,184.0,142.7
1766,148.0,106.9
1767,151.0,113.49
1768,186.0,141.12
1769,140.0,102.25
1770,141.0,116.41
1771,204.0,156.01
1772,146.0,102.55
1773,193.0,144.16
1774,143.0,106.37
1775,187.0,150.42
1776,143.0,103.19
1777,191.0,142.77
1778,96.0,93.91
1779,239.0,163.93
1780,242.0,180.29
1781,158.0,117.04
1782,153.0,115.78
1783,132.0,109.16
1784,158.0,136.23
1785,68.0,60.96
1786,112.0,92.67
1787,161.0,132.8
1788,174.0,130.1
1789,240.0,172.46
1790,200.0,159.18
1791,170.0,134.46
1792,99.0,82.78
1793,153.0,115.93
1794,144.0,92.35
1795,138.0,97.34
1796,180.0,140.3
1797,165.0,130.31
1798,173.0,112.0
1799,120.0,101.51
1800,114.0,96.63
1801,113.0,93.43
1802,137.0,105.14
1803,130.0,106.9
1804,161.0,125.31
1805,141.0,109.74
1806,140.0,104.21
1807,183.0,143.57
1808,139.0,103.6
1809,99.0,87.77
1810,214.0,152.8
1811,147.0,119.24
1812,144.0,107.01
1813,166.0,153.26
1814,185.0,146.56
1815,186.0,135.31
1816,149.0,115.91
1817,158.0,112.16
1818,197.0,152.36
1819,175.0,124.76
1820,141.0,113.5
1821,169.0,129.05
1822,149.0,99.95
1823,208.0,174.13
1824,141.0,113.83
1825,231.0,170.65
1826,167.0,132.37
1827,122.0,101.36
1828,168.0,123.55
1829,142.0,113.22
1830,126.0,99.19
1831,57.0,47.8
1832,240.0,218.52
1833,171.0,128.48
1834,146.0,101.16
1835,187.0,151.2
1836,193.0,143.26
1837,153.0,101.18
1838,130.0,115.79
1839,137.0,97.73
1840,122.0,100.33
1841,146.0,107.43
1842,132.0,111.6
1843,125.0,97.98
1844,148.0,110.82
1845,201.0,153.05
1846,136.0,108.1
1847,127.0,108.22
1848,139.0,104.6
1849,198.0,121.67
1850,209.0,157.72
1851,154.0,110.26
1852,209.0,157.95
1853,205.0,151.96
1854,131.0,104.7
1855,130.0,93.95
1856,131.0,109.86
1857,209.0,156.69
1858,156.0,106.18
1859,188.0,140.11
1860,127.0,97.28
1861,136.0,108.36
1862,128.0,103.31
1863,125.0,100.74
1864,141.0,99.31
1865,144.0,106.8
1866,217.0,162.07
1867,128.0,100.37
1868,136.0,104.2
1869,194.0,148.47
1870,140.0,100.07
1871,127.0,97.39
1872,189.0,147.62
1873,131.0,104.03
1874,149.0,106.1
1875,127.0,103.95
1876,131.0,96.81
1877,153.0,105.39
1878,145.0,110.94
1879,192.0,157.53
1880,135.0,96.56
1881,167.0,123.43
1882,213.0,156.57
1883,149.0,118.18
1884,127.0,97.33
1885,152.0,125.87
1886,140.0,110.86
1887,203.0,153.0
1888,130.0,97.66
1889,155.0,116.43
1890,146.0,106.16
1891,192.0,149.44
1892,213.0,152.75
1893,140.0,98.95
1894,121.0,84.41
1895,202.0,125.92
1896,146.0,107.13
1897,181.0,138.33
1898,132.0,95.82
1899,147.0,111.03
1900,176.0,137.77
1901,144.0,106.4
1902,133.0,96.97
1903,146.0,115.61
1904,149.0,131.32
1905,152.0,103.62
1906,175.0,130.7
1907,131.0,101.97
1908,167.0,138.62
1909,153.0,105.51
1910,195.0,133.71
1911,232.0,168.07
1912,151.0,107.85
1913,156.0,105.47
1914,136.0,112.79
1915,140.0,96.98
1916,112.0,97.77
1917,134.0,123.64
1918,140.0,94.78
1919,197.0,150.19
1920,137.0,98.52
1921,144.0,127.7
1922,141.0,107.78
1923,136.0,116.04
1924,135.0,104.45
1925,150.0,144.5
1926,167.0,140.96
1927,142.0,102.3
1928,135.0,108.13
1929,146.0,96.32
1930,154.0,116.52
1931,137.0,113.24
1932,230.0,157.43
1933,129.0,114.42
1934,156.0,119.03
1935,137.0,100.36
1936,239.0,173.28
1937,220.0,156.1
1938,191.0,128.32
1939,134.0,110.1
1940,177.0,142.65
1941,151.0,107.7
1942,176.0,139.11
1943,138.0,107.28
1944,164.0,120.03
1945,138.0,108.56
1946,143.0,109.38
1947,142.0,110.82
1948,121.0,93.57
1949,138.0,93.98
1950,169.0,133.98
1951,141.0,110.86
1952,147.0,105.85
1953,139.0,115.65
1954,164.0,133.0
1955,148.0,115.37
1956,88.0,77.0
1957,160.0,109.76
1958,171.0,138.8
1959,209.0,161.1
1960,139.0,98.79
1961,189.0,140.6
1962,228.0,211.41
1963,221.0,148.74
1964,139.0,115.97
1965,192.0,85.58
1966,140.0,104.8
1967,143.0,122.3
1968,205.0,156.37
1969,147.0,100.88
1970,236.0,165.35
1971,140.0,104.42
1972,197.0,158.12
1973,145.0,105.57
1974,146.0,112.88
1975,162.0,121.07
1976,211.0,144.75
1977,161.0,127.62
1978,136.0,109.22
1979,132.0,103.88
1980,65.0,63.33
1981,68.0,47.59
1982,146.0,99.14
1983,139.0,111.97
1984,190.0,141.98
1985,175.0,118.3
1986,155.0,128.81
1987,142.0,96.31
1988,142.0,114.62
1989,176.0,137.91
1990,220.0,165.73
1991,160.0,114.66
1992,137.0,108.72
1993,150.0,112.45
1994,141.0,114.73
1995,143.0,98.26
1996,224.0,161.6
1997,169.0,138.31
1998,130.0,106.56
1999,144.0,96.89
2000,244.0,161.2
2001,154.0,114.74
2002,95.0,77.56
2003,134.0,105.8
2004,138.0,106.65
2005,141.0,107.22
2006,177.0,144.3
2007,131.0,96.29
2008,137.0,94.49
2009,183.0,143.39
2010,235.0,169.14
2011,164.0,107.35
2012,219.0,155.47
2013,152.0,121.9
2014,139.0,108.95
2015,221.0,169.48
2016,139.0,95.86
2017,194.0,145.39
2018,159.0,129.79
2019,217.0,152.98
2020,189.0,146.59
2021,146.0,96.69
2022,198.0,150.83
2023,158.0,111.49
2024,144.0,117.37
2025,164.0,121.76
2026,145.0,98.8
2027,134.0,112.63
2028,215.0,160.56
2029,145.0,112.11
2030,165.0,107.02
2031,162.0,111.57
2032,187.0,147.86
2033,146.0,98.46
2034,141.0,106.03
2035,225.0,164.67
2036,150.0,115.6
2037,209.0,159.08
2038,135.0,98.07
2039,142.0,114.08
2040,149.0,117.17
2041,140.0,113.72
2042,146.0,101.14
2043,156.0,127.04
2044,140.0,103.89
2045,120.0,98.78
2046,233.0,172.98
2047,145.0,111.48
2048,139.0,96.79
2049,106.0,96.95
2050,141.0,117.87
2051,75.0,67.19
2052,179.0,139.73
2053,145.0,110.96
2054,173.0,131.12
2055,111.0,89.35
2056,144.0,111.95
2057,163.0,120.25
2058,129.0,104.28
2059,152.0,111.27
2060,227.0,169.32
2061,204.0,153.5
2062,143.0,102.73
2063,158.0,135.62
2064,141.0,96.29
2065,117.0,111.0
2066,142.0,96.99
2067,202.0,157.77
2068,138.0,96.41
2069,210.0,151.93
2070,144.0,116.62
2071,136.0,109.93
2072,157.0,134.84
2073,236.0,163.05
2074,142.0,111.67
2075,204.0,152.52
2076,181.0,133.36
2077,164.0,136.06
2078,167.0,113.86
2079,135.0,104.28
2080,194.0,159.36
2081,149.0,100.78
2082,148.0,118.51
2083,230.0,165.2
2084,133.0,106.28
2085,151.0,102.85
2086,225.0,161.98
2087,229.0,168.03
2088,148.0,112.93
2089,120.0,92.05
2090,154.0,105.56
2091,215.0,161.96
2092,142.0,111.48
2093,209.0,157.56
2094,199.0,169.86
2095,137.0,101.17
2096,119.0,94.85
2097,143.0,102.45
2098,216.0,161.31
2099,145.0,100.47
2100,142.0,103.61
2101,145.0,111.35
2102,211.0,156.11
2103,121.0,103.67
2104,185.0,147.03
2105,134.0,104.97
2106,245.0,170.24
2107,137.0,114.05
2108,214.0,156.95
2109,121.0,100.14
2110,122.0,107.04
2111,167.0,137.79
2112,165.0,119.78
2113,232.0,170.05
2114,121.0,98.79
2115,152.0,115.69
2116,173.0,122.35
2117,143.0,102.14
2118,144.0,113.13
2119,118.0,97.01
2120,137.0,105.35
2121,140.0,104.23
2122,158.0,116.98
2123,144.0,118.11
2124,149.0,123.28
2125,242.0,165.62
2126,169.0,126.59
2127,229.0,163.56
2128,140.0,103.64
2129,5356.075,4673.66
2130,5104.498,4799.6
2131,5251.5790000000015,4712.09
2132,4859.402,4468.89
2133,5174.293,4743.94
2134,5457.408,4791.36
2135,5112.976,4794.23
2136,5061.005,4600.77
2137,4994.225,4665.5
2138,5854.736999999999,5133.49
2139,5091.685,4523.11
2140,5132.889,4832.47
2141,5133.1709999999985,4454.65
2142,5355.335,4840.51
2143,5047.401,4559.81
2144,5276.22,4706.96
2145,5022.814,4687.46
2146,5456.561,4737.24
2147,5311.198,4650.0
2148,5288.481,4596.17
2149,4898.392,4322.99
2150,4821.249,4419.67
2151,5169.358,4770.74
2152,4654.493,4391.44
2153,5466.726,4783.89
2154,4899.566,4616.86
2155,4855.332,4540.46
2156,4908.017,4570.96
2157,5388.911,4848.27
2158,4896.426,4504.95
2159,5037.059,4631.51
2160,5715.955,4996.03
2161,5453.843000000002,4881.9
2162,5472.656,4903.18
2163,4895.882000000001,4480.56
2164,4807.975,4542.95
2165,4934.859,4624.38
2166,5776.464,5043.98
2167,5166.949000000001,4527.2
2168,4932.353,4674.65
2169,5334.213000000002,4730.13
2170,5022.97,4649.91
2171,5343.735,4785.71
2172,5166.9659999999985,4795.71
2173,4931.483,4435.83
2174,5431.456,4952.06
2175,5551.979,4884.84
2176,4810.337,4583.71
2177,5629.359,4858.09
2178,5274.055,4863.44
2179,5380.085,5015.48
2180,4914.499,4494.29
2181,5436.919,4746.49
2182,5405.111,4711.85
2183,5448.616,4949.14
2184,5109.867,4698.38
2185,5308.991999999998,4662.09
2186,5569.045,4858.51
2187,4872.303,4594.88
2188,5253.133000000002,4604.47
2189,5029.194,4649.85
2190,5045.075,4741.96
2191,5982.108,5278.1
2192,5674.779,5080.51
2193,5325.404,4618.84
2194,4833.676,4322.39
2195,5133.723,4536.87
2196,4967.76,4373.95
2197,5224.697,4765.69
2198,5538.111,4887.94
2199,5600.196999999999,5080.18
2200,4979.384,4557.48
2201,4842.096,4605.69
2202,5250.811,4812.27
2203,4870.104,4556.71
2204,4929.485,4702.83
2205,5372.384,4615.63
2206,4945.791,4566.08
2207,5217.83,4915.67
2208,5577.308000000001,4973.35
2209,4876.4,4358.94
2210,5647.448,4889.4
2211,4795.2,4558.88
2212,5109.39,4764.79
2213,5113.4659999999985,4844.14
2214,4984.016,4609.33
2215,5307.917,4563.85
2216,4622.169,4377.96
2217,4812.18,4567.66
2218,5634.149,5013.96
2219,5637.931,4939.26
2220,5514.24,4852.32
2221,4919.464,4574.24
2222,5349.326999999998,4734.66
2223,5627.824000000001,4885.05
2224,4840.687,4444.69
2225,5134.412,4700.2
2226,5605.854,4898.77
2227,4864.246,4347.71
2228,5007.943,4514.66
2229,5235.861,4847.12
2230,5079.077,4697.32
2231,5361.353,4678.79
2232,4580.35,4333.65
2233,5211.134,4951.49
2234,5694.315,5111.93
2235,5562.2530000000015,4898.43
2236,4780.093,4305.74
2237,5517.185,4738.74
2238,5398.358,4776.38
2239,5225.184,4644.99
2240,4652.366,4414.09
2241,5834.949000000001,5172.6
2242,4638.509,4348.56
2243,5352.958000000001,4598.4
2244,5725.108,4982.4
2245,4929.155,4572.04
2246,5096.396,4617.74
2247,5715.281,4959.74
2248,4911.9,4460.44
2249,5319.123000000001,4709.02
2250,5805.13,5234.25
2251,5292.411,4476.22
2252,5698.975,4939.62
2253,4697.7440000000015,4368.24
2254,5369.757,4842.87
2255,4839.493,4443.46
2256,5448.1680000000015,4674.99
2257,5125.49,4605.18
2258,5906.556,5237.04
2259,5460.422,4873.85
2260,5453.235,4686.09
2261,5378.696,4647.94
2262,5797.985,5135.65
2263,4811.64,4455.23
2264,4894.638,4514.75
2265,5279.183000000001,4624.13
2266,4660.056,4417.06
2267,5064.545,4621.61
2268,5330.298000000002,5009.4
2269,5076.652,4578.42
2270,5515.8,4793.33
2271,5456.175,5031.42
2272,5286.425,4785.41
2273,5083.524,4665.61
2274,5284.509,4818.86
2275,5199.749,4772.28
2276,4981.738,4512.15
2277,5113.104,4785.23
2278,5226.557,4829.28
2279,5396.804,4917.07
2280,5800.271,5092.91
2281,4539.424,4277.74
2282,5642.792,5001.54
2283,5149.447,4789.18
2284,5111.493,4674.2
2285,5141.614000000001,4651.89
2286,5035.106,4661.62
2287,5700.713000000002,5099.82
2288,5098.562,4830.07
2289,4953.125,4500.66
2290,4986.427,4756.79
2291,4943.682,4709.69
2292,5169.779,4697.44
2293,5134.721,4559.58
2294,5310.344,4824.96
2295,5208.015,4812.69
2296,5449.116999999998,4913.09
2297,5162.099,4684.05
2298,5259.335,4751.59
2299,5113.8420000000015,4618.38
2300,5004.475,4433.46
2301,4958.42,4588.24
2302,5400.84,4745.88
2303,5052.2840000000015,4461.46
2304,5354.938,4655.86
2305,5029.978,4579.21
2306,5220.318,4705.35
2307,5108.52,4525.91
2308,5136.438,4897.2
2309,5251.596,4732.85
2310,5154.767,4744.39
2311,4819.377,4496.59
2312,5034.791,4734.23
2313,5161.512,4739.45
2314,4997.59,4687.36
2315,5159.0059999999985,4800.14
2316,4844.832,4346.86
2317,5434.038000000001,5050.34
2318,5038.521,4586.94
2319,5421.389,4951.75
2320,4974.075,4665.31
2321,5597.195,4998.14
2322,5152.276,4908.67
2323,5913.227,5199.42
2324,4499.207,4232.06
2325,4845.503,4526.59
2326,4873.622,4641.38
2327,6006.066,5291.7
2328,5118.302,4732.08
2329,5500.273,4728.73
2330,4998.103,4423.26
2331,4838.48,4537.04
2332,4954.837,4648.19
2333,4860.59,4514.69
2334,5556.8690000000015,4844.29
2335,5182.2559999999985,4746.82
2336,5052.112,4500.41
2337,5245.685,4605.21
2338,5240.787,4892.0
2339,4853.897,4620.36
2340,5498.281,4833.14
2341,5170.949000000001,4748.3
2342,5068.87,4616.58
2343,4890.905,4509.62
2344,5566.068,4995.38
2345,5720.155,5179.2
2346,5048.008,4650.52
2347,5005.13,4555.66
2348,5187.281,4911.32
2349,5295.451999999998,4601.14
2350,5088.745,4511.9
2351,5001.19,4567.49
2352,4889.684,4580.15
2353,5575.471,4866.3
2354,5327.166,4538.84
2355,4649.835999999998,4343.42
2356,5612.699000000001,5027.98
2357,4789.205,4564.27
2358,4655.084,4423.08
2359,4855.589,4544.31
2360,5249.649,4491.16
2361,5263.1709999999985,4698.99
2362,5296.596,4749.17
2363,5288.377,4766.01
2364,4806.825,4541.5
2365,4945.712,4358.2
2366,5376.2930000000015,4942.2
2367,5002.798,4640.99
2368,5258.483,4748.05
2369,4824.938,4337.3
2370,5276.85,4916.67
2371,4756.74,4475.92
2372,5212.8290000000015,4567.88
2373,5068.276,4755.79
2374,4644.774,4413.16
2375,5019.62,4404.27
2376,4612.669,4242.19
2377,5153.919,4594.01
2378,5474.861999999999,4680.71
2379,5495.116999999998,4870.7
2380,5651.361,4915.4
2381,5238.354,4702.38
2382,5148.306,4845.01
2383,5444.761,4852.37
2384,4764.608,4395.69
2385,5469.665,5062.53
2386,5518.458000000001,4894.63
2387,5401.78,4806.86
2388,5124.552,4802.4
2389,5409.801,4832.41
2390,5028.91,4766.86
2391,4957.624,4453.48
2392,5420.891,4920.29
2393,5516.812,4948.03
2394,5588.113,4930.85
2395,5003.051,4757.5
2396,4944.904,4602.49
2397,5091.366,4693.86
2398,5392.25,4785.87
2399,5136.577,4796.96
2400,5160.486,4481.88
2401,5036.135,4600.32
2402,5366.4,4777.79
2403,4986.714,4660.74
2404,5042.222,4706.76
2405,5677.156999999998,4985.0
2406,5625.2,4957.92
2407,5131.715,4500.03
2408,5297.773,4831.12
2409,5355.249,4791.82
2410,5470.373000000001,4685.0
2411,4898.049,4559.46
2412,5008.692,4726.54
2413,5006.418,4627.44
2414,5585.804,4954.83
2415,4818.582,4539.82
2416,5631.114000000001,4920.07
2417,4746.646,4456.38
2418,5154.476,4793.84
2419,4816.652,4455.38
2420,4930.512,4707.66
2421,5249.706,4986.96
2422,4878.343,4621.95
2423,5135.365,4727.97
2424,5255.979,4800.06
2425,5199.508,4954.15
2426,5484.54,5061.03
2427,5126.626,4594.39
2428,4693.7159999999985,4464.57
2429,5014.739000000001,4628.53
2430,5903.766,5181.0
2431,4973.136,4589.95
2432,5676.491,4934.54
2433,4795.363,4523.83
2434,4660.129,4355.62
2435,4866.95,4585.3
2436,5341.616,4723.62
2437,5496.541,4952.12
2438,4922.951,4458.85
2439,5094.269,4757.85
2440,4756.851,4519.53
2441,5161.278,4941.96
2442,5714.509,5061.04
2443,4786.128,4465.28
2444,5245.603,4892.91
2445,4700.677,4259.16
2446,5604.109,5009.12
2447,5385.4090000000015,4705.72
2448,5578.934,4857.05
2449,5383.837,4675.63
2450,5222.492,4694.1
2451,4508.93,4237.49
2452,5629.052,5072.19
2453,4654.48,4388.73
2454,5123.172000000001,4587.78
2455,5177.311,4897.11
2456,5626.036999999998,4888.65
2457,5258.651,4799.59
2458,5612.531,4890.75
2459,5326.901999999999,4634.35
2460,5259.6590000000015,4501.9
2461,5559.551,5120.59
2462,5517.438,4957.98
2463,5058.2,4778.64
2464,4982.919,4738.52
2465,5138.0059999999985,4652.53
2466,4898.009,4594.53
2467,5349.422,4929.56
2468,4842.608,4445.77
2469,4932.604,4581.16
2470,5183.801,4785.96
2471,5523.9969999999985,4884.38
2472,4940.758,4616.98
2473,5159.854,4768.31
2474,5547.99,4877.23
2475,4793.177,4438.47
2476,4837.48,4486.69
2477,5274.015,4757.41
2478,5032.247,4634.34
2479,4886.005,4650.63
2480,5304.911999999998,4807.4
2481,5220.258,4747.11
2482,5305.765,4780.08
2483,5225.5459999999985,4467.91
2484,5418.679,4842.45
2485,5221.888,4941.6
2486,5612.549,4905.71
2487,5440.058000000001,4720.34
2488,5022.714,4717.19
2489,4747.808,4496.64
2490,5672.686,5067.67
2491,5328.705,4669.01
2492,5657.151999999999,5021.88
2493,5302.88,4802.09
2494,4560.866,4276.55
2495,5449.78,4912.73
2496,5167.58,4682.19
2497,5467.333000000001,4975.05
2498,5663.928000000001,5014.31
2499,5979.102,5272.92
2500,5290.834,4555.55
2501,5088.982,4688.03
2502,5067.647,4663.21
2503,4895.945,4470.47
2504,5053.616,4673.64
2505,4543.926,4263.2
2506,5609.226,4954.32
2507,5314.416,4877.71
2508,5111.2559999999985,4693.11
2509,5103.427,4687.99
2510,5025.608,4640.05
2511,5314.26,4966.45
2512,5538.18,5095.47
2513,5527.475,4853.49
2514,5116.826,4645.41
2515,5432.391,4976.65
2516,4690.439,4403.22
2517,5626.232,5069.02
2518,5654.009,4905.38
2519,4907.456,4549.06
2520,5402.413000000001,4798.77
2521,5685.587,5072.52
2522,5670.276999999999,5079.24
2523,4986.929,4456.52
2524,5529.691999999999,4859.28
2525,5196.59,4680.8
2526,5144.667,4711.37
2527,5383.731,4790.44
2528,5591.169,4943.51
2529,4754.59,4310.37
2530,5583.771,4871.3
2531,5362.347,4857.05
2532,5553.038000000001,4798.17
2533,4795.332,4396.73
2534,5028.303,4584.34
2535,4636.886,4301.29
2536,5348.268,4603.55
2537,5563.7159999999985,4813.41
2538,5130.181,4693.19
2539,5285.364000000001,4784.7
2540,5286.656999999998,4934.12
2541,5010.8690000000015,4733.1
2542,4899.384,4565.07
2543,4845.947,4463.99
2544,5347.179,4558.51
2545,5096.254,4625.54
2546,5041.928,4688.91
2547,4670.644,4362.83
2548,5644.669,5004.76
2549,5822.615,5176.76
2550,4981.29,4694.95
2551,4805.46,4494.06
2552,5216.2040000000015,4703.89
2553,5060.127,4619.21
2554,5178.42,4623.5
2555,5574.946,4868.46
2556,5507.528,4936.9
2557,5092.212,4540.4
2558,5367.133000000002,5022.84
2559,4823.297000000001,4428.57
2560,5133.432,4765.6
2561,5434.781,4863.02
2562,5932.726,5235.06
2563,4799.922000000001,4514.9
2564,5026.4540000000015,4751.16
2565,4946.516,4601.89
2566,4915.15,4689.21
2567,5417.72,4859.25
2568,4621.702,4283.57
2569,5411.743,4727.07
2570,4805.022,4378.48
2571,4991.485,4724.3
2572,5075.705,4595.66
2573,5427.718000000002,4771.26
2574,4703.95,4372.52
2575,5311.441,4742.32
2576,5569.306,4942.86
2577,5101.578,4610.14
2578,4875.38,4561.86
2579,5039.432,4800.11
2580,5653.335,5104.64
2581,5207.471,4582.75
2582,5308.021,4713.46
2583,4949.165,4441.26
2584,4649.6709999999985,4371.42
2585,5026.699000000001,4707.24
2586,5347.838000000002,4812.2
2587,4873.509,4516.03
2588,5527.222,4985.12
2589,5523.5,4738.28
2590,4928.291,4428.01
2591,4850.323,4594.98
2592,5282.313,4579.54
2593,5435.441999999999,4987.39
2594,4738.112,4484.93
2595,4682.894,4391.38
2596,5420.785,4840.56
2597,5772.651999999999,5080.09
2598,5527.8290000000015,4827.43
2599,5236.782,4674.63
2600,5199.036,4841.74
2601,5354.087,4564.96
2602,5178.9659999999985,4623.56
2603,4847.487,4494.45
2604,4960.459,4619.65
2605,5372.583000000001,4713.0
2606,5086.8420000000015,4499.8
2607,4715.326,4438.32
2608,5304.693,4770.37
2609,5458.514,4902.9
2610,5262.1190000000015,4601.32
2611,5093.705,4695.97
2612,5547.764,5081.86
2613,5147.708,4847.06
2614,5418.061,4693.27
2615,5128.362,4663.64
2616,5397.821,4790.56
2617,5719.889,5066.69
2618,5622.0,4937.2
2619,4868.008,4625.98
2620,5315.460999999998,4850.23
2621,5359.885,4928.57
2622,5643.036,4994.92
2623,5710.31,4955.39
2624,5438.43,4852.72
2625,4925.564,4651.76
2626,5427.012,4856.17
2627,5050.888,4815.07
2628,5352.816999999999,4618.77
2629,4832.794,4408.24
2630,5449.132,4866.78
2631,5054.287,4545.93
2632,5903.949000000001,5233.09
2633,4687.759,4322.33
2634,5743.154,5103.13
2635,4975.766,4552.75
2636,5140.937,4838.23
2637,4977.724,4662.07
2638,5359.585999999998,4634.01
2639,5631.979,4935.55
2640,5788.335,5105.93
2641,5461.982,4812.65
2642,5446.958000000001,4716.96
2643,5073.749,4672.24
2644,5523.36,5086.97
2645,5396.727,4743.37
2646,4952.166,4677.15
2647,4950.218,4433.8
2648,5708.411,4978.96
2649,4929.229,4615.88
2650,4886.366,4314.94
2651,5099.538,4870.47
2652,5052.002,4622.09
2653,5215.788,4612.68
2654,5214.629,4743.53
2655,5659.234,4954.47
2656,5342.87,4750.17
2657,5008.435,4766.64
2658,5190.221,4821.4
2659,5786.813,5101.8
2660,5433.191999999999,4812.5
2661,4685.089,4426.81
2662,5404.529,4755.45
2663,4985.7440000000015,4475.93
2664,4738.1,4355.57
2665,5359.33,4724.23
2666,5019.276,4706.71
2667,5294.515,4819.55
2668,5364.361,5018.3
2669,5070.941,4433.65
2670,5543.978,4939.36
2671,5069.6,4704.79
2672,4974.554,4610.4
2673,5329.335,4998.07
2674,5282.7440000000015,4804.68
2675,5427.107,4806.29
2676,4692.367,4289.48
2677,4951.231,4585.63
2678,5458.609,4835.29
2679,4841.79,4556.47
2680,4690.214,4445.73
2681,5159.104,4697.77
2682,5365.15,4948.6
2683,4982.25,4715.85
2684,5635.272,4971.99
2685,4618.655,4281.61
2686,4715.201,4382.78
2687,4836.018,4564.4
2688,5538.6,4708.4
2689,5121.255,4681.28
2690,5218.787,4785.48
2691,5246.838000000002,4988.89
2692,5444.7,4823.57
2693,5194.097,4695.98
2694,5907.493,5208.21
2695,5590.719,4873.5
2696,4911.667,4683.04
2697,5063.99,4660.2
2698,5314.194,4623.15
2699,5638.431,4977.54
2700,4947.938,4630.0
2701,5122.713,4756.96
2702,5365.382,4586.26
2703,5344.311,4801.61
2704,4945.968,4723.64
2705,5109.866,4828.92
2706,5441.384,5040.43
2707,4759.488,4533.91
2708,5065.331,4649.75
2709,5429.419,4679.07
2710,5248.703,4650.14
2711,5241.493,4979.65
2712,4934.482,4518.33
2713,5176.472,4704.7
2714,5145.101,4607.87
2715,5508.45,4891.51
2716,5057.437,4642.27
2717,4914.332,4569.95
2718,4970.151,4695.86
2719,4877.609,4650.04
2720,4996.147,4510.91
2721,4725.857,4316.01
2722,5570.601,4905.26
2723,5060.047000000001,4637.5
2724,5132.219,4674.42
2725,4863.352,4389.11
2726,5050.259,4675.44
