,Max Velocity,Avg Velocity
2727,5329.677,4726.01
2728,5108.797000000001,4565.79
2729,4750.743,4450.56
2730,5434.879,4943.62
2731,5035.983,4576.38
2732,5100.05,4730.94
2733,4863.941,4481.51
2734,5069.184,4629.34
2735,5346.805,4856.74
2736,5303.758000000002,4482.96
2737,5615.693,4949.53
2738,4914.652,4536.39
2739,4887.777,4606.39
2740,5276.75,4918.67
2741,5222.641,4656.96
2742,4748.639,4492.89
2743,5020.622,4602.36
2744,5415.916,4822.2
2745,4809.047000000001,4563.66
2746,4816.553,4461.0
2747,5299.686,4639.72
2748,4983.948,4428.48
2749,4586.318,4301.02
2750,5137.945,4605.03
2751,4869.399,4418.27
2752,5117.3420000000015,4529.38
2753,5593.979,4831.0
2754,5234.021,4959.12
2755,5528.479,4764.26
2756,5251.934,4552.05
2757,4883.723,4492.97
2758,4951.482,4638.68
2759,4600.584,4294.51
2760,5053.891,4675.76
2761,5286.667,4866.42
2762,4956.492,4608.09
2763,4895.146,4508.12
2764,5593.232,4900.21
2765,5464.79,4723.46
2766,4959.817,4727.08
2767,5455.892,4782.98
2768,4901.452,4583.31
2769,5735.307,4982.89
2770,5292.696999999999,4475.64
2771,5783.1709999999985,4991.36
2772,4902.064,4644.17
2773,5139.633,4648.9
2774,4875.497,4601.09
2775,5182.299,4801.96
2776,5614.805,4786.58
2777,4846.425,4509.71
2778,5337.28,4755.61
2779,5201.276,4768.75
2780,5805.084,5111.58
2781,5346.965,4767.82
2782,4936.624,4601.6
2783,5055.434,4732.3
2784,5403.53,4713.76
2785,4897.403,4387.69
2786,4703.056,4371.47
2787,5767.265,5084.22
2788,5290.806,4837.11
2789,4970.009,4500.91
2790,5059.782,4776.85
2791,5487.1280000000015,4923.6
2792,5139.999,4693.71
2793,4967.935,4550.56
2794,4750.61,4523.06
2795,5189.5790000000015,4895.71
2796,5019.163,4454.17
2797,4826.892,4574.69
2798,4567.677,4225.21
2799,5368.29,4717.14
2800,5664.398,4851.8
2801,5140.895,4688.52
2802,4719.452,4427.25
2803,5283.148,4528.39
2804,5026.433,4697.4
2805,5072.751,4707.5
2806,4995.46,4575.04
2807,5038.0459999999985,4554.32
2808,5344.104,4800.35
2809,5266.166,4738.49
2810,4970.137,4628.23
2811,5117.28,4493.53
2812,5354.455,5066.73
2813,5238.021,4615.64
2814,5287.321,4699.43
2815,5507.875,4795.24
2816,5425.46,4679.17
2817,4853.0059999999985,4492.55
2818,5060.608,4663.2
2819,4721.872,4440.16
2820,5070.623,4419.27
2821,5314.868,4749.88
2822,4747.5340000000015,4450.13
2823,5359.016,4977.42
2824,5660.063,4918.59
2825,5850.974,5074.5
2826,4799.325,4541.98
2827,5208.888,4680.27
2828,5366.394,4553.05
2829,4958.803,4633.92
2830,5059.923,4794.73
2831,5250.973000000001,4667.23
2832,5515.653,5036.64
2833,5306.2440000000015,4602.94
2834,5054.352,4652.99
2835,5289.241,4626.44
2836,4962.241,4696.45
2837,5116.759,4594.02
2838,5143.282,4782.95
2839,4626.295,4322.72
2840,4782.109,4516.27
2841,5179.938,4605.74
2842,4973.299,4684.53
2843,5045.447,4703.61
2844,5192.885,4743.78
2845,5158.223,4572.35
2846,5287.5909999999985,4722.98
2847,5699.675,5066.23
2848,5161.558,4624.34
2849,4631.372,4395.89
2850,5094.852,4795.6
2851,5055.304,4478.08
2852,5278.542,4741.69
2853,5108.991,4415.0
2854,4874.115,4441.37
2855,5352.919,4766.37
2856,4983.474,4607.76
2857,5505.688,4983.12
2858,4933.434,4586.59
2859,5679.805,4953.25
2860,5335.361999999999,4941.33
2861,5856.1590000000015,5182.64
2862,4729.7159999999985,4269.4
2863,5378.463000000002,4921.51
2864,5166.0,4838.94
2865,4747.868,4486.76
2866,5676.382,4942.61
2867,5520.464,4907.74
2868,4759.661,4425.37
2869,5306.3690000000015,4852.75
2870,4896.095,4420.17
2871,5749.741999999998,5004.7
2872,5212.577,4923.1
2873,4917.707,4670.1
2874,4993.319,4720.1
2875,5559.049,4986.52
2876,4996.688,4592.05
2877,5091.4670000000015,4398.06
2878,5466.263000000001,4737.83
2879,5028.856,4623.55
2880,5651.661,5003.54
2881,4786.505,4486.94
2882,5000.089,4537.29
2883,4648.627,4310.12
2884,4831.55,4466.41
2885,4769.959,4535.07
2886,5603.937,4889.39
2887,5453.658,4666.12
2888,5308.295,4634.96
2889,4970.52,4561.93
2890,5056.325,4788.36
2891,5111.848,4546.47
2892,5427.601,4884.14
2893,4957.504,4528.2
2894,5663.859,4972.38
2895,5553.146,5021.61
2896,4798.513,4411.49
2897,5599.775,5060.3
2898,4754.937,4445.65
2899,5379.593000000002,4674.21
2900,5689.553000000001,5037.75
2901,5474.02,4975.83
2902,5039.516,4670.19
2903,5265.246,4860.56
2904,4710.438,4312.74
2905,5570.241999999998,5005.45
2906,4680.949000000001,4388.49
2907,4828.308,4304.54
2908,5348.741,4879.58
2909,4635.889,4366.35
2910,4927.652,4532.76
2911,4667.59,4262.92
2912,4948.405,4562.2
2913,4626.835,4383.93
2914,5142.743,4811.57
2915,4786.08,4464.8
2916,5245.757,4539.62
2917,5821.658,5138.8
2918,5419.752,4834.17
2919,5427.511,4778.41
2920,4556.097,4284.29
2921,5523.884,4795.91
2922,5842.158,5107.73
2923,5465.134,4695.53
2924,5054.291,4543.99
2925,4827.832,4479.86
2926,5216.667,4595.41
2927,4995.611,4745.99
2928,5198.874,4589.13
2929,4890.403,4507.1
2930,5240.672000000001,4951.12
2931,5241.974,4630.65
2932,4963.949000000001,4637.87
2933,4883.99,4627.97
2934,5028.045,4680.54
2935,5045.2040000000015,4746.09
2936,5440.43,4958.77
2937,5119.981,4881.67
2938,4987.179,4600.59
2939,5091.225,4663.0
2940,4839.947,4522.68
2941,5408.251,4830.11
2942,4783.043,4550.42
2943,4814.464,4591.46
2944,5623.236999999999,4906.97
2945,5195.525,4855.7
2946,5302.788000000001,4824.92
2947,5264.481,4517.43
2948,5221.537,4960.39
2949,5033.977,4781.37
2950,5486.326999999998,4886.53
2951,5442.491,4821.53
2952,5001.455,4400.7
2953,5403.691,4824.06
2954,4866.128,4524.24
2955,5761.165,4963.47
2956,5428.986,4915.15
2957,5485.347,4815.11
2958,5083.669,4702.28
2959,5131.773,4605.04
2960,5432.395,4855.24
2961,5630.837,4939.94
2962,5512.65,4822.84
2963,5185.692,4818.25
2964,5323.263000000001,4671.67
2965,5447.752,4682.91
2966,5400.449000000001,4932.92
2967,5551.861999999999,4937.82
2968,4526.56,4255.55
2969,5082.267,4749.77
2970,5384.66,4636.2
2971,5005.44,4652.54
2972,5103.388,4732.98
2973,5426.776,4929.49
2974,5447.219,4731.22
2975,4915.101,4677.03
2976,5606.908,4917.48
2977,4977.042,4699.78
2978,4906.364000000001,4623.31
2979,5587.29,4938.91
2980,5268.56,4750.45
2981,5011.429,4649.86
2982,5110.695,4840.98
2983,4825.623,4508.63
2984,5718.353,5112.55
2985,4842.456,4409.06
2986,5122.411,4748.84
2987,5647.821,5137.14
2988,4782.306,4448.3
2989,5390.248000000001,4835.08
2990,5218.912,4840.53
2991,5647.368,5002.33
2992,4854.491,4575.77
2993,5489.655,4864.05
2994,5411.261,4714.82
2995,5105.953,4666.71
2996,5060.323,4471.57
2997,4917.706,4571.91
2998,5738.064,5010.36
2999,5287.132,4781.45
3000,5703.257,5117.0
3001,5446.941999999999,4876.13
3002,4510.797000000001,4245.24
3003,5590.627,4895.79
3004,5206.460999999998,4686.79
3005,5083.362,4669.18
3006,5076.877,4662.07
3007,5264.8319999999985,4821.7
3008,5143.971,4606.2
3009,5590.026999999999,4772.7
3010,5262.639,4723.28
3011,5457.035,4806.84
3012,5618.989000000001,5061.57
3013,5009.26,4632.46
3014,5184.214,4701.09
3015,5094.375,4602.82
3016,4940.729,4693.92
3017,5133.785,4852.24
3018,4827.712,4554.84
3019,5810.695,5078.66
3020,4674.257000000001,4382.09
3021,5108.815,4767.34
3022,4647.98,4235.0
3023,5151.095,4620.36
3024,5265.266,4696.1
3025,4774.308,4419.22
3026,5354.47,4680.09
3027,5649.484,4940.8
3028,5108.074000000001,4834.89
3029,5193.427,4703.97
3030,5759.005,5168.96
3031,5082.203,4770.65
3032,5718.193,5087.18
3033,5137.114000000001,4842.32
3034,4780.366,4486.4
3035,5054.56,4795.8
3036,4983.924,4640.97
3037,5190.899,4851.73
3038,5588.208000000001,4812.42
3039,4870.499,4480.31
3040,4793.1309999999985,4549.09
3041,5110.6309999999985,4670.63
3042,5393.17,4783.42
3043,5432.062,4894.41
3044,5060.386,4692.43
3045,5204.523,4943.59
3046,4802.865,4514.68
3047,4982.561,4635.04
3048,4916.212,4634.09
3049,4842.8420000000015,4621.86
3050,5309.751,4550.94
3051,5748.694,5011.96
3052,4757.32,4402.22
3053,5431.261,4996.9
3054,4934.344,4528.92
3055,5356.459,4892.77
3056,5294.8319999999985,5041.05
3057,4922.28,4609.77
3058,5090.368,4705.73
3059,5122.81,4583.48
3060,5288.75,4923.23
3061,5017.0790000000015,4623.63
3062,5210.214,4766.21
3063,4732.5,4404.42
3064,5578.248000000001,4904.14
3065,5015.503,4745.19
3066,4825.192,4540.85
3067,4860.293,4477.13
3068,5456.557,4996.48
3069,4641.835999999998,4340.72
3070,5097.698,4650.99
3071,5558.4659999999985,5036.05
3072,5004.021,4459.89
3073,4814.874,4553.63
3074,4886.083,4533.65
3075,5226.853,4926.08
3076,5710.144,4912.04
3077,5105.5,4706.79
3078,4870.3290000000015,4545.66
3079,5425.44,4839.65
3080,5748.301,5018.81
3081,5121.18,4897.53
3082,5126.989000000001,4786.02
3083,5687.727,4948.54
3084,5817.225,5090.18
3085,5265.103,4852.74
3086,5290.331,4785.1
3087,5223.689,4964.84
3088,5356.135,4744.42
3089,5275.507,4969.67
3090,5310.551,4796.75
3091,5405.04,4552.33
3092,5437.0459999999985,4712.98
3093,5197.605,4484.22
3094,4789.568,4438.42
3095,5312.033,4753.18
3096,5067.101,4538.93
3097,5612.324000000001,4864.48
3098,5246.683000000001,4619.99
3099,5332.460999999998,4842.63
3100,5620.574000000001,4856.24
3101,4887.559,4658.22
3102,4546.301,4287.42
3103,5642.663000000001,4900.1
3104,4410.997,4158.75
3105,5121.106,4818.92
3106,5183.912,4880.27
3107,5369.5059999999985,4828.23
3108,5666.363,4987.99
3109,5129.873,4537.88
3110,4920.739000000001,4698.43
3111,5529.781,4758.67
3112,5511.609,4806.68
3113,4536.493,4260.22
3114,4837.078,4487.67
3115,5492.741999999998,4753.09
3116,5218.6309999999985,4788.46
3117,5635.214,4953.51
3118,5054.835999999998,4721.16
3119,5281.72,4691.74
3120,5208.386,4729.84
3121,4763.987,4454.85
3122,5099.498,4507.9
3123,5581.248000000001,5023.0
3124,5288.127,4971.85
3125,5333.441,4835.11
3126,5616.134,5044.82
3127,4512.973,4264.91
3128,4645.107,4241.29
3129,5310.956,4714.87
3130,5448.758000000002,4675.1
3131,5142.785,4703.86
3132,5148.6190000000015,4667.69
3133,5372.187,4832.23
3134,5301.531,4686.67
3135,5171.553,4686.81
3136,5282.984,4705.2
3137,5063.174,4686.41
3138,5585.38,4931.49
3139,4866.43,4618.48
3140,5051.791,4439.96
3141,5147.314,4878.38
3142,5574.555,4796.12
3143,5642.321999999999,4886.74
3144,5549.529,4852.95
3145,4859.903,4521.4
3146,4597.228,4268.21
3147,5542.099,4975.71
3148,4496.651,4227.42
3149,5335.263000000001,4737.97
3150,4781.17,4496.89
3151,5211.451,4719.9
3152,5737.46,5059.02
3153,5330.359,4698.3
3154,4762.385,4343.36
3155,5600.896,5031.55
3156,5308.102,4837.48
3157,5729.124,5092.01
3158,4959.672000000001,4469.57
3159,5302.846,4984.26
3160,4904.305,4657.62
3161,5320.521,4789.27
3162,5567.81,4895.89
3163,5380.326,4777.2
3164,5113.4079999999985,4658.01
3165,4740.103,4272.09
3166,5794.791,5050.24
3167,4641.17,4357.95
3168,5567.455,4857.17
3169,5328.941,4571.37
3170,5200.083,4666.98
3171,4980.542,4556.91
3172,5164.662,4622.06
3173,5431.962,4743.19
3174,5218.956,4554.28
3175,5389.975,4854.46
3176,5238.201,4584.49
3177,4480.438,4237.44
3178,4917.333,4489.0
3179,5324.713000000002,4681.97
3180,5431.274,4744.5
3181,5007.127,4633.85
3182,5230.924,4450.11
3183,5038.981,4556.41
3184,5380.321,4875.12
3185,5032.573,4626.21
3186,5156.771,4794.25
3187,5165.325,4595.34
3188,5180.518,4804.14
3189,5106.11,4854.38
3190,5064.412,4655.94
3191,5648.964,4917.09
3192,4872.642,4429.35
3193,5033.03,4571.19
3194,5543.012,4832.31
3195,5798.334,5169.56
3196,4919.835999999998,4617.57
3197,5135.9670000000015,4753.56
3198,4840.629,4558.12
3199,4498.218,4140.29
3200,5493.4180000000015,4813.89
3201,5496.088000000002,4822.63
3202,5188.25,4699.32
3203,5416.489000000001,4609.65
3204,5636.133000000002,4929.37
3205,5119.644,4442.87
3206,5146.229,4575.74
3207,5095.1590000000015,4780.04
3208,5592.813,4848.28
3209,5469.741999999998,4704.5
3210,4838.725,4580.04
3211,5223.374,4566.51
3212,5019.925,4503.94
3213,4723.561,4481.55
3214,4974.318,4482.44
3215,4842.447,4569.41
3216,5251.316,4900.11
3217,5373.944,4742.21
3218,4671.335,4257.49
3219,4891.3290000000015,4671.98
3220,4818.346,4389.65
3221,5525.856,4983.33
3222,5169.164000000002,4549.75
3223,5444.627,4824.6
3224,5029.229,4495.97
3225,5236.515,4630.68
3226,5544.245,4920.76
3227,5285.166,4885.76
3228,5014.792,4550.4
3229,4791.612,4480.72
3230,4912.748,4657.25
3231,5623.227,4883.97
3232,4931.083,4365.58
3233,4703.93,4377.72
3234,4583.477,4236.5
3235,5592.161,4884.76
3236,5486.616,4755.56
3237,4970.758,4631.73
3238,5223.3,4858.75
3239,5324.917,4869.22
3240,4954.718,4626.36
3241,5436.731,4765.42
3242,5150.827,4812.02
3243,5112.208,4716.68
3244,5169.497,4897.45
3245,5192.207,4706.04
3246,5357.587,4812.64
3247,5093.479,4644.79
3248,5098.489000000001,4753.27
3249,5222.337,4668.13
3250,5278.495,4758.61
3251,5569.187,4967.55
3252,5278.346,4470.31
3253,5682.518,5104.07
3254,5200.501,4715.95
3255,5102.733,4724.92
3256,4935.963,4607.21
3257,4877.01,4657.2
3258,5030.488,4508.99
3259,5369.408,4807.74
3260,5365.868,4950.61
3261,5420.842,4948.67
3262,4957.675,4611.13
3263,4711.388,4470.57
3264,4878.826,4595.48
3265,5257.521,4952.18
3266,5011.039000000002,4616.18
3267,5148.673,4682.79
3268,5313.5340000000015,4885.27
3269,5197.502,4668.45
3270,5129.493,4768.65
3271,4914.941,4458.62
3272,4758.503,4391.0
3273,5019.0909999999985,4743.41
3274,4673.45,4381.01
3275,4931.022,4522.08
3276,4902.271,4481.11
3277,5410.03,4667.38
3278,5341.571999999999,4658.14
3279,5489.151999999999,4831.34
3280,5350.998000000001,4831.17
3281,5043.584,4496.76
3282,4996.31,4744.3
3283,4918.258,4622.36
3284,5362.068,4752.11
3285,5007.654,4694.51
3286,5094.245,4760.15
3287,5387.458000000001,4785.13
3288,4948.417,4454.23
3289,5367.647,4876.1
3290,5118.489000000001,4393.87
3291,5635.015,4870.33
3292,5385.845,4927.6
3293,5048.231,4677.51
3294,5620.94,4973.21
3295,5090.75,4758.57
3296,4830.011,4307.41
3297,4666.92,4370.93
3298,5334.35,4804.96
3299,5040.133,4594.73
3300,4840.141,4451.29
3301,4956.859,4606.75
3302,4978.1709999999985,4636.2
3303,4864.947,4567.52
3304,4926.924,4678.3
3305,4675.0,4439.54
3306,4620.97,4367.97
3307,5114.221,4730.68
3308,5455.21,4817.36
3309,5035.237,4549.06
3310,5081.267,4633.34
3311,5368.149,4726.03
3312,5102.609,4803.49
3313,4935.8690000000015,4508.22
3314,5355.1190000000015,4851.87
3315,5521.986999999999,4889.76
3316,4855.202,4623.39
3317,4755.3420000000015,4348.03
3318,5358.449000000001,4953.1
3319,4628.0909999999985,4262.12
3320,5287.1219999999985,4818.88
3321,5126.026,4618.55
3322,5353.422,4703.18
3323,4672.175,4378.09
3324,4895.798,4600.23
3325,5042.259,4706.57
3326,4842.087,4539.89
3327,4544.807,4284.4
3328,5440.405,4810.99
3329,5002.229,4638.58
3330,5466.616999999998,4670.13
3331,5187.321,4574.71
3332,5170.201,4900.62
3333,5510.165,4858.08
3334,5143.544,4744.72
3335,4502.215,4182.18
3336,5518.9180000000015,4815.07
3337,5550.7440000000015,4826.73
3338,5357.0030000000015,4598.47
3339,5472.29,4904.71
3340,5557.016,4936.87
3341,4926.152,4579.74
3342,5525.326,4769.87
3343,5304.352,4948.03
3344,5162.456,4686.39
3345,4856.647,4541.83
3346,5138.021,4632.04
3347,4926.703,4496.35
3348,4482.596,4210.86
3349,4633.152,4380.39
3350,5268.74,4644.31
3351,5482.229,4821.46
3352,5735.331,5091.67
3353,5661.932,4982.79
3354,5358.901999999999,4659.51
3355,5855.076999999998,5132.87
3356,5114.728,4527.5
3357,5197.317,4655.47
3358,4643.235,4311.62
3359,5064.167,4823.19
3360,5454.943,4906.05
3361,5716.115,5018.8
3362,4880.83,4328.14
3363,4926.689,4613.17
3364,5269.738,4689.11
3365,5523.611,5031.57
3366,4963.774,4367.8
3367,5577.48,4978.85
3368,4763.59,4480.93
3369,5563.097,4864.75
3370,4835.553,4355.67
3371,5345.951999999998,4690.87
3372,5526.5790000000015,4766.24
3373,4833.148,4365.41
3374,4709.975,4354.72
3375,5606.042,5118.87
3376,5310.1590000000015,4797.82
3377,5080.139,4649.1
3378,5045.177,4673.1
3379,5254.81,4772.53
3380,5167.587,4837.8
3381,5716.031,4993.14
3382,5388.441,4861.74
3383,5016.543,4650.58
3384,5068.339,4742.13
3385,5317.47,4728.22
3386,5103.432,4775.82
3387,5310.321,4756.89
3388,4816.37,4514.36
3389,4969.306,4688.71
3390,5380.62,4737.31
3391,5435.781999999998,4773.69
3392,4821.23,4553.21
3393,4776.372,4516.51
3394,5676.906999999998,4994.86
3395,5335.778,4519.98
3396,5249.184,4668.72
3397,5017.2559999999985,4641.36
3398,5342.888000000001,4817.28
3399,4876.936,4621.73
3400,5104.317,4583.57
3401,5468.951,4839.44
3402,5306.236,4731.0
3403,5354.145,4660.26
3404,5111.056,4735.7
3405,4706.805,4322.46
3406,5079.559,4452.79
3407,5017.407,4674.31
3408,5492.938,4921.86
3409,4963.81,4707.24
3410,5298.357,4708.33
3411,5667.525,4977.69
3412,5566.462,4841.82
3413,5075.375,4735.59
3414,5409.084,4684.27
3415,5209.547000000001,4732.06
3416,5156.854,4695.52
3417,5127.806,4696.61
3418,5402.523,4947.29
3419,5198.483,4679.28
3420,5110.91,4671.49
3421,5061.036,4631.12
3422,5596.821,4846.72
3423,5592.25,4916.62
3424,5208.486,4786.65
3425,5533.8719999999985,4835.67
3426,5402.866,4758.13
3427,5093.339,4694.12
3428,5422.694,4806.08
3429,4932.538,4666.6
3430,4905.34,4476.04
3431,4766.322,4435.38
3432,5370.029,4878.03
3433,5089.815,4813.62
3434,5169.258,4776.95
3435,5204.460999999998,4658.84
3436,5430.22,4702.73
3437,5179.355,4439.34
3438,5027.199000000001,4801.53
3439,5541.667,4813.22
3440,5545.229,4957.68
3441,5428.219,4742.44
3442,5496.31,4839.57
3443,5292.94,4545.16
3444,4997.274,4651.49
3445,5251.681,4672.39
3446,5434.595,4941.41
3447,5141.9940000000015,4805.06
3448,4714.955,4428.75
3449,5154.945,4720.33
3450,5288.7159999999985,4802.05
3451,5322.871,4895.76
3452,5142.011,4520.01
3453,5072.636,4598.83
3454,5578.371,4914.82
3455,5154.25,4690.34
3456,5370.61,4676.68
3457,5031.093,4575.31
3458,5312.464,4856.35
3459,4775.485,4245.65
3460,5526.232,4855.91
3461,4701.072,4342.26
3462,5031.947,4696.23
3463,5088.91,4680.27
3464,4981.294,4702.54
3465,4786.147,4541.53
3466,4827.331,4590.11
3467,4726.911,4369.44
3468,4962.107,4543.74
3469,4544.917,4218.18
3470,5376.682,4888.11
3471,4762.007000000001,4460.89
3472,4755.542,4350.69
3473,4890.6309999999985,4498.71
3474,5499.12,4744.43
3475,5012.434,4672.24
3476,4732.35,4292.75
3477,5444.874,4763.12
3478,5242.4209999999985,4851.37
3479,4596.027,4286.48
3480,5386.132,4842.77
3481,5391.896,4901.25
3482,4918.584,4480.7
3483,5566.64,4967.88
3484,5048.14,4409.48
3485,5297.4659999999985,4811.29
3486,5439.584,4854.58
3487,4954.746,4516.43
3488,4981.139,4670.53
3489,4923.618,4575.12
3490,5279.986,5015.74
3491,5196.729,4872.54
3492,5213.488,4817.77
3493,5150.955,4615.5
3494,4542.838,4230.76
3495,5004.925,4498.43
3496,5260.801,4465.21
3497,5240.597,4902.19
3498,5117.727,4670.47
3499,5126.615,4833.98
3500,5153.618,4635.51
3501,5362.309,4851.32
3502,5487.71,4933.49
3503,5299.473000000001,4846.46
3504,4408.403,4155.01
3505,5091.819,4677.23
3506,5186.627,4789.33
3507,5370.593000000002,4819.05
3508,5409.688,4870.13
3509,5188.853,4815.5
3510,5308.335,4542.97
3511,5452.199000000001,4876.06
3512,5300.389,4806.44
3513,5614.236,5043.65
3514,5469.191999999999,4921.82
3515,4965.647,4354.18
3516,4623.922000000001,4365.29
3517,4990.681,4619.07
3518,5162.3809999999985,4648.43
3519,5410.208000000001,4858.05
3520,5277.261,4587.5
3521,4875.4090000000015,4527.54
3522,4805.498,4281.58
3523,5036.439,4647.06
3524,5512.915,4940.46
3525,5324.29,4729.99
3526,5038.479,4550.56
3527,5775.639,5064.18
3528,5083.653,4558.3
3529,4763.043,4475.04
3530,5465.321,4894.93
3531,5336.291,4865.68
3532,5531.314,4778.14
3533,4951.081,4486.61
3534,5535.396,4919.84
3535,4821.327,4423.67
3536,4917.538,4617.11
3537,5069.417,4400.38
3538,5467.837,4698.75
3539,5089.515,4509.46
3540,5022.876,4735.4
3541,4802.426,4478.85
3542,5098.099,4783.41
3543,5167.749,4636.45
3544,5063.01,4563.28
3545,5483.975,4861.91
3546,5770.408,5177.4
3547,4998.2170000000015,4585.25
3548,5192.156,4589.79
3549,5454.154,4958.05
3550,5579.6280000000015,5137.77
3551,5130.45,4452.03
3552,5112.331,4646.41
3553,4804.335999999998,4534.82
3554,5698.922,5045.89
3555,5197.904,4740.9
3556,4967.7,4646.19
3557,5203.401,4911.45
3558,5631.469,4995.49
3559,5168.148,4599.08
3560,5225.649,4802.77
3561,5372.388000000001,4594.49
3562,4820.689,4425.51
3563,5727.9090000000015,4999.39
3564,5545.103,4846.24
3565,5104.052,4441.34
3566,5806.916,5141.15
3567,5483.056,4741.66
3568,4748.298,4506.47
3569,4599.445,4321.7
3570,5325.1309999999985,5019.18
3571,4815.46,4541.14
3572,5619.477,5044.58
3573,5015.307,4572.29
3574,4829.169,4351.01
3575,5295.811,4590.58
3576,5436.437,4760.27
3577,4587.254,4209.14
3578,4814.515,4591.75
3579,5028.143,4655.34
3580,5296.9940000000015,4847.38
3581,5488.092,4906.8
3582,4782.207,4414.48
3583,5143.664000000002,4645.16
3584,5501.604,4927.6
3585,5061.497,4759.43
3586,4825.688,4429.76
3587,5416.104,4683.87
3588,4663.996,4336.25
3589,5373.394,4922.34
3590,4830.4659999999985,4563.57
3591,5015.263,4581.0
3592,5062.451,4763.6
3593,4833.883,4539.61
3594,5431.22,4816.4
3595,5161.249,4710.09
3596,4976.733,4631.52
3597,5832.011,5116.43
3598,5315.552,4770.35
3599,5594.382,4949.3
3600,5005.824000000001,4716.06
3601,5043.868,4639.9
3602,4912.584,4663.48
3603,5216.931,4617.09
3604,5169.179,4597.89
3605,5670.616,4928.42
3606,5578.623000000001,4879.09
3607,5487.486999999999,4807.55
3608,5481.147,4906.32
3609,4963.208,4614.84
3610,4706.665,4415.35
3611,5247.3,4848.84
3612,5561.6280000000015,4991.85
3613,4518.281,4245.51
3614,5305.158,4963.4
3615,4749.504,4458.78
3616,4784.0340000000015,4411.44
3617,5635.5430000000015,4896.82
3618,4641.815,4356.39
3619,5328.0059999999985,4695.64
3620,4779.426,4490.74
3621,5346.225,4689.61
3622,5141.121,4772.41
3623,4451.111,4149.1
3624,4673.229,4347.27
3625,5307.611,4775.8
3626,5450.999,4912.06
3627,5530.913000000001,4900.43
3628,4792.044,4355.68
3629,5122.792,4553.78
3630,5410.401,4777.61
3631,5272.64,4469.63
3632,4895.488,4398.78
3633,4826.263,4598.62
3634,4856.393,4555.61
3635,5175.42,4880.06
3636,5069.005,4681.63
3637,4432.7559999999985,4168.89
3638,5381.906999999998,4864.47
3639,5631.776999999999,4877.5
3640,5029.221,4398.17
3641,4961.727,4713.95
3642,5274.67,4807.33
3643,5865.975,5166.57
3644,5035.396,4551.65
3645,5141.824000000001,4655.74
3646,5288.693,4814.8
3647,5171.304,4729.62
3648,5456.8690000000015,5000.12
3649,5616.135,4962.46
3650,5913.23,5251.48
3651,5371.741999999998,4879.18
3652,5487.765,4794.33
3653,4791.47,4401.49
3654,5021.247,4647.03
3655,4817.392,4536.54
3656,5226.057,4768.67
3657,4995.477,4583.02
3658,5046.929,4587.88
3659,5346.475,4634.16
3660,4979.05,4711.26
3661,4753.735,4396.3
3662,4849.297000000001,4427.87
3663,5277.126,4815.98
3664,5336.068,4810.57
3665,5122.187,4421.55
3666,5671.38,5031.9
3667,5301.866999999998,4599.37
3668,5876.344,5262.24
3669,4680.72,4291.29
3670,5041.67,4410.68
3671,4820.26,4362.08
3672,5022.382000000001,4720.82
3673,5311.7069999999985,4886.54
3674,5314.309,4802.34
3675,5386.647,4648.89
3676,4697.186,4421.51
3677,5529.026999999999,4742.19
3678,5548.816999999999,4977.39
3679,5255.464,4926.14
3680,5122.625,4635.26
3681,5128.073,4429.88
3682,4733.478,4504.42
3683,4797.068,4392.98
3684,4966.014,4626.86
3685,5504.373000000001,4871.71
3686,4909.6590000000015,4597.42
3687,5170.09,4873.39
3688,5196.794,4679.47
3689,5190.947,4951.01
3690,5100.791,4497.79
3691,4989.868,4657.33
3692,4849.363,4547.72
3693,5296.3690000000015,4866.22
3694,5278.201,4848.38
3695,5544.974,4843.34
3696,5398.5,4960.24
3697,5154.8409999999985,4512.48
3698,4430.417,4185.5
3699,4678.601,4321.49
3700,5358.019,4791.55
3701,4983.474,4641.5
3702,5113.09,4612.9
3703,5142.234,4660.96
3704,4930.505,4660.02
3705,5269.299,4808.29
3706,5345.972,4730.62
3707,5160.375,4887.91
3708,5497.149,4782.94
3709,5311.83,4875.58
3710,5741.848000000001,5010.35
3711,5218.577,4571.17
3712,5017.642,4530.84
3713,4738.0340000000015,4303.97
3714,5545.636,4886.11
3715,5154.875,4637.28
3716,4794.991,4454.72
3717,5224.549,4526.21
3718,5159.163,4938.68
3719,5511.435,4880.54
3720,5545.884,4761.66
3721,5255.1590000000015,4881.45
3722,5388.141,4810.04
3723,5302.391,4883.68
3724,4777.887,4331.38
3725,5221.589,4967.47
3726,4697.435,4437.63
3727,5420.988,4706.46
3728,5230.876,4793.54
3729,4591.732,4304.2
3730,5220.292,4747.25
3731,4710.459,4421.08
3732,5642.4,5094.57
3733,5410.396,4769.78
3734,5425.198,4875.5
3735,4946.005,4559.27
3736,4694.563,4453.27
3737,5431.25,4979.82
3738,5054.94,4656.19
3739,4722.789000000002,4379.17
3740,5204.152,4718.3
3741,5503.344,4972.95
3742,5279.908,4771.65
3743,5094.651,4718.23
3744,5360.209,4717.0
3745,5384.029,4963.51
3746,5516.838000000002,4940.97
3747,4707.442,4347.4
3748,5419.557,4627.72
3749,5204.689,4696.44
3750,5139.2559999999985,4825.41
3751,5162.276,4799.83
3752,5652.695,4902.56
3753,5627.178000000001,4886.72
3754,5252.917,4764.88
3755,5150.111,4630.78
